,loss,accuracy,val_loss,val_accuracy
0,1.5644143490955746,0.4176245331764221,1.3583990408264044,0.5114504098892212
1,0.8618086800264673,0.7107279896736145,1.148996570638118,0.5267175436019897
2,0.6137834342046716,0.7758620977401733,1.055881177196066,0.5267175436019897
3,0.5687202604566041,0.7950191497802734,0.9951469270327619,0.5877862572669983
4,0.5069738253094684,0.8122605085372925,0.8924857214206957,0.6106870174407959
5,0.3963317776320081,0.8467432856559753,0.7640772052393615,0.7557252049446106
6,0.40274903115413196,0.8524904251098633,0.7849429777560343,0.7099236845970154
7,0.3599398551772837,0.8544061183929443,0.7154212043485568,0.7251908183097839
8,0.3367346745569587,0.8620689511299133,0.6740165548470184,0.732824444770813
9,0.3180730425649219,0.8812260627746582,0.6131719105116283,0.7633587718009949
10,0.30195872828193093,0.8812260627746582,0.565945100238305,0.7709923386573792
11,0.2622775421745476,0.8965517282485962,0.5685823109313732,0.7862595319747925
12,0.24671466345988013,0.9003831148147583,0.4939424750459103,0.847328245639801
13,0.2155125543075503,0.9195402264595032,0.4387832748070928,0.8549618124961853
14,0.19881066845522988,0.9176245331764221,0.4074086503673146,0.847328245639801
15,0.1785272869684687,0.938697338104248,0.4440649738748565,0.8320610523223877
16,0.18256147037406534,0.9272030591964722,0.4325373220534725,0.847328245639801
17,0.2187102353093268,0.9137930870056152,0.4513173153382221,0.847328245639801
18,0.15842301457035587,0.9482758641242981,0.4555330902110529,0.8244274854660034
19,0.10646648734979246,0.969348669052124,0.4606672427581467,0.8396946787834167
20,0.1361357067279889,0.946360170841217,0.45960027661942343,0.847328245639801
21,0.1540392697913665,0.946360170841217,0.45267902826534884,0.847328245639801
22,0.1117505162411951,0.954023003578186,0.4466348927439624,0.8396946787834167
23,0.10450698418178778,0.9578543901443481,0.42800915127492134,0.8549618124961853
24,0.10860099691997542,0.9578543901443481,0.45138468997169084,0.8625954389572144
