,loss,accuracy,val_loss,val_accuracy
0,2.0519211504651214,0.3563218414783478,1.967331447674118,0.1450381726026535
1,0.42437337624387267,0.8467432856559753,1.1038654992598613,0.5419847369194031
2,0.2836088976640811,0.9042145609855652,0.934563799213817,0.6870229244232178
3,0.20723484410865098,0.9291187524795532,0.8149244562360166,0.7099236845970154
4,0.13600692960836877,0.9655172228813171,0.7142735164584094,0.732824444770813
5,0.0996682442353603,0.977011501789093,0.694533049605275,0.7022900581359863
6,0.0703998840631653,0.9885057210922241,0.6641072501208036,0.7251908183097839
7,0.06782741245895739,0.9808428883552551,0.721065582209871,0.7633587718009949
8,0.04178542261978904,0.9942528605461121,0.8024908276914641,0.732824444770813
9,0.029366541129333533,0.9961685538291931,0.8386284108380325,0.694656491279602
10,0.018289787816133534,1.0,0.7500472469184235,0.7480915784835815
11,0.017605463754728264,0.998084306716919,0.7910110263424065,0.7480915784835815
12,0.012977579485453751,0.998084306716919,0.9559111909101937,0.732824444770813
13,0.011186924258111424,0.998084306716919,0.8491663468703059,0.7404580116271973
14,0.00746149689911854,1.0,0.8122817514506915,0.7480915784835815
15,0.011407815243770507,0.9961685538291931,1.058701568887434,0.7022900581359863
16,0.004039305650318663,1.0,1.0576575048097216,0.7022900581359863
