,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.726190447807312,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7017543859649122, 'recall': 0.9523809523809523, 'f1-score': 0.8080808080808081, 'support': 42}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5, 'f1-score': 0.5806451612903226, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.4502409870830924, 'recall': 0.4619047619047619, 'f1-score': 0.4491737653027975, 'support': 84}, 'weighted avg': {'precision': 0.6420859841912473, 'recall': 0.7261904761904762, 'f1-score': 0.6713215100311875, 'support': 84}}",0.68944097,300,100,64,100,0.001,0.5,0.8
1,2,0.7142857313156128,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.825, 'recall': 0.7857142857142857, 'f1-score': 0.8048780487804876, 'support': 42}, 'LumB': {'precision': 0.46875, 'recall': 0.8333333333333334, 'f1-score': 0.6, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.6587500000000001, 'recall': 0.5476190476190477, 'f1-score': 0.5569756097560975, 'support': 84}, 'weighted avg': {'precision': 0.7153273809523809, 'recall': 0.7142857142857143, 'f1-score': 0.6955342624854819, 'support': 84}}",0.68944097,300,100,64,100,0.001,0.5,0.8
2,3,0.6547619104385376,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6666666666666666, 'recall': 0.8571428571428571, 'f1-score': 0.75, 'support': 42}, 'LumB': {'precision': 0.4375, 'recall': 0.3888888888888889, 'f1-score': 0.411764705882353, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.39226190476190476, 'recall': 0.42063492063492064, 'f1-score': 0.403781512605042, 'support': 84}, 'weighted avg': {'precision': 0.5699404761904762, 'recall': 0.6547619047619048, 'f1-score': 0.60609243697479, 'support': 84}}",0.68944097,300,100,64,100,0.001,0.5,0.8
3,4,0.6428571343421936,"{'Basal': {'precision': 0.9, 'recall': 0.6428571428571429, 'f1-score': 0.75, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6551724137931034, 'recall': 0.9047619047619048, 'f1-score': 0.7599999999999999, 'support': 42}, 'LumB': {'precision': 0.4375, 'recall': 0.3888888888888889, 'f1-score': 0.411764705882353, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.3985344827586207, 'recall': 0.3873015873015873, 'f1-score': 0.38435294117647056, 'support': 84}, 'weighted avg': {'precision': 0.5713362068965517, 'recall': 0.6428571428571429, 'f1-score': 0.593235294117647, 'support': 84}}",0.68944097,300,100,64,100,0.001,0.5,0.8
4,5,0.5952380895614624,"{'Basal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6296296296296297, 'recall': 0.8095238095238095, 'f1-score': 0.7083333333333334, 'support': 42}, 'LumB': {'precision': 0.36363636363636365, 'recall': 0.4444444444444444, 'f1-score': 0.39999999999999997, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5952380952380952, 'support': 84}, 'macro avg': {'precision': 0.5986531986531987, 'recall': 0.4174603174603175, 'f1-score': 0.45499999999999996, 'support': 84}, 'weighted avg': {'precision': 0.5951178451178452, 'recall': 0.5952380952380952, 'f1-score': 0.5688492063492063, 'support': 84}}",0.68944097,300,100,64,100,0.001,0.5,0.8
5,6,0.675000011920929,"{'Basal': {'precision': 0.5416666666666666, 'recall': 1.0, 'f1-score': 0.7027027027027027, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 6}, 'LumA': {'precision': 0.782608695652174, 'recall': 0.8780487804878049, 'f1-score': 0.8275862068965518, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.675, 'recall': 0.675, 'f1-score': 0.675, 'support': 80}, 'macro avg': {'precision': 0.46485507246376806, 'recall': 0.47560975609756095, 'f1-score': 0.4360577819198509, 'support': 80}, 'weighted avg': {'precision': 0.6391077898550724, 'recall': 0.675, 'f1-score': 0.6245771202236721, 'support': 80}}",0.68944097,300,100,64,100,0.001,0.5,0.8
6,7,0.7088607549667358,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.7450980392156863, 'recall': 0.926829268292683, 'f1-score': 0.8260869565217392, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.29411764705882354, 'f1-score': 0.37037037037037035, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.49901960784313726, 'recall': 0.4621381010190192, 'f1-score': 0.4548087067577322, 'support': 79}, 'weighted avg': {'precision': 0.6556837925043435, 'recall': 0.7088607594936709, 'f1-score': 0.6636010405486429, 'support': 79}}",0.68944097,300,100,64,100,0.001,0.5,0.8
7,8,0.6962025165557861,"{'Basal': {'precision': 0.7222222222222222, 'recall': 1.0, 'f1-score': 0.8387096774193548, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7169811320754716, 'recall': 0.926829268292683, 'f1-score': 0.8085106382978724, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.23529411764705882, 'f1-score': 0.31999999999999995, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.38784067085953877, 'recall': 0.43242467718794836, 'f1-score': 0.39344406314344543, 'support': 79}, 'weighted avg': {'precision': 0.5985457633415598, 'recall': 0.6962025316455697, 'f1-score': 0.6264830629957516, 'support': 79}}",0.68944097,300,100,64,100,0.001,0.5,0.8
8,9,0.746835470199585,"{'Basal': {'precision': 0.7333333333333333, 'recall': 0.8461538461538461, 'f1-score': 0.7857142857142856, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7647058823529411, 'recall': 0.9512195121951219, 'f1-score': 0.8478260869565216, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.4496078431372549, 'recall': 0.46535702461097006, 'f1-score': 0.4508460055686442, 'support': 79}, 'weighted avg': {'precision': 0.678940183668404, 'recall': 0.7468354430379747, 'f1-score': 0.7028718913599258, 'support': 79}}",0.68944097,300,100,64,100,0.001,0.5,0.8
9,10,0.7341772317886353,"{'Basal': {'precision': 0.7222222222222222, 'recall': 1.0, 'f1-score': 0.8387096774193548, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.76, 'recall': 0.926829268292683, 'f1-score': 0.8351648351648352, 'support': 41}, 'LumB': {'precision': 0.7, 'recall': 0.4117647058823529, 'f1-score': 0.5185185185185185, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.43644444444444447, 'recall': 0.4677187948350071, 'f1-score': 0.4384786062205417, 'support': 79}, 'weighted avg': {'precision': 0.6639099859353024, 'recall': 0.7341772151898734, 'f1-score': 0.6830354286458818, 'support': 79}}",0.68944097,300,100,64,100,0.001,0.5,0.8
