,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7976190447807312,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8333333333333334, 'recall': 0.9523809523809523, 'f1-score': 0.888888888888889, 'support': 42}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5, 'f1-score': 0.6206896551724137, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.6178030303030304, 'recall': 0.619047619047619, 'f1-score': 0.6085823754789271, 'support': 84}, 'weighted avg': {'precision': 0.7794913419913421, 'recall': 0.7976190476190477, 'f1-score': 0.7774493705528188, 'support': 84}}",0.77266276,300,100,256,100,0.001,0.4,0.4
1,2,0.8214285969734192,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 42}, 'LumB': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8878571428571428, 'recall': 0.7047619047619047, 'f1-score': 0.7221510673234812, 'support': 84}, 'weighted avg': {'precision': 0.8490079365079365, 'recall': 0.8214285714285714, 'f1-score': 0.8038617171006335, 'support': 84}}",0.77266276,300,100,256,100,0.001,0.4,0.4
2,3,0.7976190447807312,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.5714285714285714, 'f1-score': 0.7272727272727273, 'support': 7}, 'LumA': {'precision': 0.78, 'recall': 0.9285714285714286, 'f1-score': 0.8478260869565217, 'support': 42}, 'LumB': {'precision': 0.6, 'recall': 0.5, 'f1-score': 0.5454545454545454, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.8760000000000001, 'recall': 0.6666666666666667, 'f1-score': 0.7241106719367589, 'support': 84}, 'weighted avg': {'precision': 0.8042857142857143, 'recall': 0.7976190476190477, 'f1-score': 0.7859260304912478, 'support': 84}}",0.77266276,300,100,256,100,0.001,0.4,0.4
3,4,0.738095223903656,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.7906976744186046, 'recall': 0.8095238095238095, 'f1-score': 0.8, 'support': 42}, 'LumB': {'precision': 0.47058823529411764, 'recall': 0.4444444444444444, 'f1-score': 0.45714285714285713, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.7684476581330207, 'recall': 0.7126984126984127, 'f1-score': 0.7335960591133006, 'support': 84}, 'weighted avg': {'precision': 0.7358717130262957, 'recall': 0.7380952380952381, 'f1-score': 0.7354797091250294, 'support': 84}}",0.77266276,300,100,256,100,0.001,0.4,0.4
4,5,0.8095238208770752,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8181818181818182, 'recall': 0.8571428571428571, 'f1-score': 0.8372093023255814, 'support': 42}, 'LumB': {'precision': 0.7857142857142857, 'recall': 0.6111111111111112, 'f1-score': 0.6875000000000001, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.8207792207792208, 'recall': 0.7698412698412699, 'f1-score': 0.7849418604651163, 'support': 84}, 'weighted avg': {'precision': 0.811089208410637, 'recall': 0.8095238095238095, 'f1-score': 0.8056086194167591, 'support': 84}}",0.77266276,300,100,256,100,0.001,0.4,0.4
5,6,0.7749999761581421,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.9210526315789473, 'recall': 0.8536585365853658, 'f1-score': 0.8860759493670887, 'support': 41}, 'LumB': {'precision': 0.55, 'recall': 0.6111111111111112, 'f1-score': 0.5789473684210527, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.775, 'recall': 0.775, 'f1-score': 0.775, 'support': 80}, 'macro avg': {'precision': 0.6942105263157895, 'recall': 0.67756931415468, 'f1-score': 0.6785219049369385, 'support': 80}, 'weighted avg': {'precision': 0.7864144736842105, 'recall': 0.775, 'f1-score': 0.7763598405660594, 'support': 80}}",0.77266276,300,100,256,100,0.001,0.4,0.4
6,7,0.7848101258277893,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.7373738050567319, 'recall': 0.823018062759813, 'f1-score': 0.7694552182671772, 'support': 79}, 'weighted avg': {'precision': 0.7849608197709464, 'recall': 0.7848101265822784, 'f1-score': 0.7817301522487312, 'support': 79}}",0.77266276,300,100,256,100,0.001,0.4,0.4
7,8,0.8101266026496887,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.47058823529411764, 'f1-score': 0.6153846153846153, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7394799054373522, 'recall': 0.7128168340506934, 'f1-score': 0.706973026973027, 'support': 79}, 'weighted avg': {'precision': 0.8227010204386989, 'recall': 0.810126582278481, 'f1-score': 0.798806257034105, 'support': 79}}",0.77266276,300,100,256,100,0.001,0.4,0.4
8,9,0.6962025165557861,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.7631578947368421, 'recall': 0.7073170731707317, 'f1-score': 0.7341772151898733, 'support': 41}, 'LumB': {'precision': 0.45, 'recall': 0.5294117647058824, 'f1-score': 0.48648648648648646, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.5807268170426065, 'recall': 0.598627818857374, 'f1-score': 0.5885771847797164, 'support': 79}, 'weighted avg': {'precision': 0.6972446940135149, 'recall': 0.6962025316455697, 'f1-score': 0.6952796411216536, 'support': 79}}",0.77266276,300,100,256,100,0.001,0.4,0.4
9,10,0.6962025165557861,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7894736842105263, 'recall': 0.7317073170731707, 'f1-score': 0.7594936708860759, 'support': 41}, 'LumB': {'precision': 0.6153846153846154, 'recall': 0.47058823529411764, 'f1-score': 0.5333333333333333, 'support': 17}, 'Normal': {'precision': 0.1, 'recall': 0.5, 'f1-score': 0.16666666666666669, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.6743049932523617, 'recall': 0.6404591104734576, 'f1-score': 0.6109463532248343, 'support': 79}, 'weighted avg': {'precision': 0.7632484326688191, 'recall': 0.6962025316455697, 'f1-score': 0.7165907478197175, 'support': 79}}",0.77266276,300,100,256,100,0.001,0.4,0.4
