,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7857142686843872,"{'Basal': {'precision': 0.8, 'recall': 0.8571428571428571, 'f1-score': 0.8275862068965518, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.7636363636363637, 'recall': 1.0, 'f1-score': 0.865979381443299, 'support': 42}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5, 'f1-score': 0.6206896551724137, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.6763636363636364, 'recall': 0.5571428571428572, 'f1-score': 0.5828510487024529, 'support': 84}, 'weighted avg': {'precision': 0.773809523809524, 'recall': 0.7857142857142857, 'f1-score': 0.7539256513127824, 'support': 84}}",0.7894319,300,100,256,100,0.001,0,0
1,2,0.7976190447807312,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.14285714285714285, 'f1-score': 0.2, 'support': 7}, 'LumA': {'precision': 0.8444444444444444, 'recall': 0.9047619047619048, 'f1-score': 0.8735632183908046, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.7777777777777778, 'f1-score': 0.717948717948718, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.5555555555555556, 'recall': 0.5650793650793651, 'f1-score': 0.5514058355437667, 'support': 84}, 'weighted avg': {'precision': 0.7484126984126984, 'recall': 0.7976190476190477, 'f1-score': 0.768213969938108, 'support': 84}}",0.7894319,300,100,256,100,0.001,0,0
2,3,0.7857142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.7454545454545455, 'recall': 0.9761904761904762, 'f1-score': 0.845360824742268, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.3888888888888889, 'f1-score': 0.5185185185185185, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.676075036075036, 'recall': 0.6158730158730158, 'f1-score': 0.6288198246961134, 'support': 84}, 'weighted avg': {'precision': 0.7774891774891776, 'recall': 0.7857142857142857, 'f1-score': 0.7590662487569704, 'support': 84}}",0.7894319,300,100,256,100,0.001,0,0
3,4,0.726190447807312,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.7115384615384616, 'recall': 0.8809523809523809, 'f1-score': 0.7872340425531914, 'support': 42}, 'LumB': {'precision': 0.6, 'recall': 0.5, 'f1-score': 0.5454545454545454, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.5813553113553114, 'recall': 0.5190476190476191, 'f1-score': 0.5322520033158331, 'support': 84}, 'weighted avg': {'precision': 0.6946581196581196, 'recall': 0.7261904761904762, 'f1-score': 0.6985953762549506, 'support': 84}}",0.7894319,300,100,256,100,0.001,0,0
4,5,0.8095238208770752,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.7916666666666666, 'recall': 0.9047619047619048, 'f1-score': 0.8444444444444444, 'support': 42}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6111111111111112, 'f1-score': 0.7333333333333334, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6416666666666666, 'recall': 0.6460317460317461, 'f1-score': 0.6355555555555557, 'support': 84}, 'weighted avg': {'precision': 0.7901785714285714, 'recall': 0.8095238095238095, 'f1-score': 0.7904761904761906, 'support': 84}}",0.7894319,300,100,256,100,0.001,0,0
5,6,0.824999988079071,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.5714285714285714, 'recall': 0.6666666666666666, 'f1-score': 0.6153846153846153, 'support': 6}, 'LumA': {'precision': 0.925, 'recall': 0.9024390243902439, 'f1-score': 0.9135802469135802, 'support': 41}, 'LumB': {'precision': 0.7222222222222222, 'recall': 0.7222222222222222, 'f1-score': 0.7222222222222222, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.825, 'recall': 0.825, 'f1-score': 0.825, 'support': 80}, 'macro avg': {'precision': 0.6151587301587302, 'recall': 0.6428809672712112, 'f1-score': 0.6280151946818614, 'support': 80}, 'weighted avg': {'precision': 0.8187053571428571, 'recall': 0.825, 'f1-score': 0.8213081671415005, 'support': 80}}",0.7894319,300,100,256,100,0.001,0,0
6,7,0.797468364238739,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.8333333333333334, 'f1-score': 0.625, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5294117647058824, 'f1-score': 0.6428571428571428, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.6253384912959381, 'recall': 0.627145642497149, 'f1-score': 0.6096320346320346, 'support': 79}, 'weighted avg': {'precision': 0.7982028744215655, 'recall': 0.7974683544303798, 'f1-score': 0.7848649241054303, 'support': 79}}",0.7894319,300,100,256,100,0.001,0,0
7,8,0.8101266026496887,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.7692307692307693, 'recall': 0.975609756097561, 'f1-score': 0.860215053763441, 'support': 41}, 'LumB': {'precision': 0.875, 'recall': 0.4117647058823529, 'f1-score': 0.56, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7021794871794872, 'recall': 0.610808225729316, 'f1-score': 0.629757296466974, 'support': 79}, 'weighted avg': {'precision': 0.8060775722168128, 'recall': 0.810126582278481, 'f1-score': 0.7805094401991096, 'support': 79}}",0.7894319,300,100,256,100,0.001,0,0
8,9,0.746835470199585,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.7727272727272727, 'recall': 0.8292682926829268, 'f1-score': 0.7999999999999999, 'support': 41}, 'LumB': {'precision': 0.5294117647058824, 'recall': 0.5294117647058824, 'f1-score': 0.5294117647058824, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.6318563789152025, 'recall': 0.5896847294264798, 'f1-score': 0.6036601307189542, 'support': 79}, 'weighted avg': {'precision': 0.7319579155022193, 'recall': 0.7468354430379747, 'f1-score': 0.7361462728551336, 'support': 79}}",0.7894319,300,100,256,100,0.001,0,0
9,10,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8043478260869565, 'recall': 0.9024390243902439, 'f1-score': 0.8505747126436782, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.6632505175983436, 'recall': 0.653036824485892, 'f1-score': 0.6535121328224778, 'support': 79}, 'weighted avg': {'precision': 0.7949327777340985, 'recall': 0.810126582278481, 'f1-score': 0.7967570363903843, 'support': 79}}",0.7894319,300,100,256,100,0.001,0,0
