,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8333333134651184,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8163265306122449, 'recall': 0.9523809523809523, 'f1-score': 0.8791208791208791, 'support': 42}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5555555555555556, 'f1-score': 0.6250000000000001, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.8661224489795918, 'recall': 0.7492063492063491, 'f1-score': 0.794157509157509, 'support': 84}, 'weighted avg': {'precision': 0.8302721088435374, 'recall': 0.8333333333333334, 'f1-score': 0.8242826617826619, 'support': 84}}",0.84239674,100,20,256,100,0.01,0.8,0.6
1,2,0.8452380895614624,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.7777777777777778, 'f1-score': 0.7777777777777778, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.811482607227288, 'recall': 0.6841269841269841, 'f1-score': 0.7210451221687176, 'support': 84}, 'weighted avg': {'precision': 0.8481509625126646, 'recall': 0.8452380952380952, 'f1-score': 0.8351524879614768, 'support': 84}}",0.84239674,100,20,256,100,0.01,0.8,0.6
2,3,0.8333333134651184,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.7924528301886793, 'recall': 1.0, 'f1-score': 0.8842105263157896, 'support': 42}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.3333333333333333, 'f1-score': 0.48, 'support': 18}, 'Normal': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.8513477088948787, 'recall': 0.8238095238095238, 'f1-score': 0.8082918407128933, 'support': 84}, 'weighted avg': {'precision': 0.8447808368630471, 'recall': 0.8333333333333334, 'f1-score': 0.807497049502062, 'support': 84}}",0.84239674,100,20,256,100,0.01,0.8,0.6
3,4,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.9047619047619048, 'f1-score': 0.853932584269663, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.5555555555555556, 'f1-score': 0.606060606060606, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8550354609929076, 'recall': 0.8063492063492064, 'f1-score': 0.8253319713993872, 'support': 84}, 'weighted avg': {'precision': 0.816160081053698, 'recall': 0.8214285714285714, 'f1-score': 0.8147729299414692, 'support': 84}}",0.84239674,100,20,256,100,0.01,0.8,0.6
4,5,0.7976190447807312,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.7368421052631579, 'recall': 1.0, 'f1-score': 0.8484848484848484, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 18}, 'Normal': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.8830827067669172, 'recall': 0.7380952380952381, 'f1-score': 0.7468398268398269, 'support': 84}, 'weighted avg': {'precision': 0.8475877192982456, 'recall': 0.7976190476190477, 'f1-score': 0.7667594310451452, 'support': 84}}",0.84239674,100,20,256,100,0.01,0.8,0.6
5,6,0.9259259104728699,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8723404255319149, 'recall': 1.0, 'f1-score': 0.9318181818181819, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.7777777777777778, 'f1-score': 0.8750000000000001, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9259259259259259, 'recall': 0.9259259259259259, 'f1-score': 0.9259259259259259, 'support': 81}, 'macro avg': {'precision': 0.9744680851063829, 'recall': 0.8222222222222222, 'f1-score': 0.8765151515151516, 'support': 81}, 'weighted avg': {'precision': 0.9353821907013397, 'recall': 0.9259259259259259, 'f1-score': 0.9227459783015339, 'support': 81}}",0.84239674,100,20,256,100,0.01,0.8,0.6
6,7,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8717948717948718, 'recall': 0.8292682926829268, 'f1-score': 0.8500000000000001, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6470588235294118, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7451923076923077, 'recall': 0.864496192473237, 'f1-score': 0.78, 'support': 79}, 'weighted avg': {'precision': 0.828241642323921, 'recall': 0.810126582278481, 'f1-score': 0.8130801687763713, 'support': 79}}",0.84239674,100,20,256,100,0.01,0.8,0.6
7,8,0.8734177350997925,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9512195121951219, 'f1-score': 0.9069767441860465, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.7058823529411765, 'f1-score': 0.7500000000000001, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8734177215189873, 'recall': 0.8734177215189873, 'f1-score': 0.8734177215189873, 'support': 79}, 'macro avg': {'precision': 0.7190476190476189, 'recall': 0.6980870396939264, 'f1-score': 0.7058061232479836, 'support': 79}, 'weighted avg': {'precision': 0.8506931886678722, 'recall': 0.8734177215189873, 'f1-score': 0.8596089934771124, 'support': 79}}",0.84239674,100,20,256,100,0.01,0.8,0.6
8,9,0.8227847814559937,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.7647058823529411, 'recall': 0.9512195121951219, 'f1-score': 0.8478260869565216, 'support': 41}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.4117647058823529, 'f1-score': 0.5384615384615384, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.9084967320261438, 'recall': 0.7572122282308796, 'f1-score': 0.8025908584169453, 'support': 79}, 'weighted avg': {'precision': 0.8300653594771241, 'recall': 0.8227848101265823, 'f1-score': 0.8066841652202136, 'support': 79}}",0.84239674,100,20,256,100,0.01,0.8,0.6
9,10,0.8607594966888428,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9512195121951219, 'f1-score': 0.9069767441860465, 'support': 41}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6470588235294118, 'f1-score': 0.7586206896551724, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.709047619047619, 'recall': 0.6863223338115734, 'f1-score': 0.6923787460275029, 'support': 79}, 'weighted avg': {'precision': 0.8631404460518384, 'recall': 0.8607594936708861, 'f1-score': 0.8557103386618273, 'support': 79}}",0.84239674,100,20,256,100,0.01,0.8,0.6
