,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6190476417541504,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.8297872340425532, 'recall': 0.9285714285714286, 'f1-score': 0.8764044943820225, 'support': 42}, 'LumB': {'precision': 0.35135135135135137, 'recall': 0.7222222222222222, 'f1-score': 0.4727272727272727, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.2362277170787809, 'recall': 0.33015873015873015, 'f1-score': 0.26982635342185907, 'support': 84}, 'weighted avg': {'precision': 0.4901831923108519, 'recall': 0.6190476190476191, 'f1-score': 0.5395009484897125, 'support': 84}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5595238208770752,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.8611111111111112, 'recall': 0.7380952380952381, 'f1-score': 0.7948717948717949, 'support': 42}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.8888888888888888, 'f1-score': 0.48484848484848486, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5595238095238095, 'recall': 0.5595238095238095, 'f1-score': 0.5595238095238095, 'support': 84}, 'macro avg': {'precision': 0.23888888888888887, 'recall': 0.3253968253968254, 'f1-score': 0.25594405594405595, 'support': 84}, 'weighted avg': {'precision': 0.5019841269841271, 'recall': 0.5595238095238095, 'f1-score': 0.5013320013320014, 'support': 84}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.511904776096344,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.75, 'recall': 0.7857142857142857, 'f1-score': 0.7674418604651163, 'support': 42}, 'LumB': {'precision': 0.25, 'recall': 0.5555555555555556, 'f1-score': 0.3448275862068966, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5119047619047619, 'recall': 0.5119047619047619, 'f1-score': 0.5119047619047619, 'support': 84}, 'macro avg': {'precision': 0.2, 'recall': 0.2682539682539683, 'f1-score': 0.22245388933440258, 'support': 84}, 'weighted avg': {'precision': 0.42857142857142855, 'recall': 0.5119047619047619, 'f1-score': 0.4576125558483218, 'support': 84}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.523809552192688,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7560975609756098, 'recall': 0.7380952380952381, 'f1-score': 0.746987951807229, 'support': 42}, 'LumB': {'precision': 0.3023255813953488, 'recall': 0.7222222222222222, 'f1-score': 0.4262295081967213, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5238095238095238, 'recall': 0.5238095238095238, 'f1-score': 0.5238095238095238, 'support': 84}, 'macro avg': {'precision': 0.2116846284741917, 'recall': 0.2920634920634921, 'f1-score': 0.23464349200079004, 'support': 84}, 'weighted avg': {'precision': 0.44283283364395104, 'recall': 0.5238095238095238, 'f1-score': 0.4648288705171976, 'support': 84}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.4642857015132904,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.725, 'recall': 0.6904761904761905, 'f1-score': 0.7073170731707318, 'support': 42}, 'LumB': {'precision': 0.22727272727272727, 'recall': 0.5555555555555556, 'f1-score': 0.3225806451612903, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.4642857142857143, 'recall': 0.4642857142857143, 'f1-score': 0.4642857142857143, 'support': 84}, 'macro avg': {'precision': 0.19045454545454546, 'recall': 0.2492063492063492, 'f1-score': 0.20597954366640442, 'support': 84}, 'weighted avg': {'precision': 0.4112012987012987, 'recall': 0.4642857142857143, 'f1-score': 0.4227829605484995, 'support': 84}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.5625,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.7317073170731707, 'f1-score': 0.8108108108108109, 'support': 41}, 'LumB': {'precision': 0.3191489361702128, 'recall': 0.8333333333333334, 'f1-score': 0.4615384615384616, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5625, 'recall': 0.5625, 'f1-score': 0.5625, 'support': 80}, 'macro avg': {'precision': 0.24564796905222436, 'recall': 0.3130081300813008, 'f1-score': 0.2544698544698545, 'support': 80}, 'weighted avg': {'precision': 0.5377176015473888, 'recall': 0.5625, 'f1-score': 0.5193866943866944, 'support': 80}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6329113841056824,"{'Basal': {'precision': 0.40625, 'recall': 1.0, 'f1-score': 0.5777777777777777, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.9024390243902439, 'f1-score': 0.8409090909090909, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.2386968085106383, 'recall': 0.3804878048780488, 'f1-score': 0.28373737373737373, 'support': 79}, 'weighted avg': {'precision': 0.4754157689200108, 'recall': 0.6329113924050633, 'f1-score': 0.5314985295997955, 'support': 79}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6582278609275818,"{'Basal': {'precision': 0.48148148148148145, 'recall': 1.0, 'f1-score': 0.65, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7450980392156863, 'recall': 0.926829268292683, 'f1-score': 0.8260869565217392, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.058823529411764705, 'f1-score': 0.1111111111111111, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.44531590413943356, 'recall': 0.3971305595408895, 'f1-score': 0.3174396135265701, 'support': 79}, 'weighted avg': {'precision': 0.6811174540139544, 'recall': 0.6582278481012658, 'f1-score': 0.5596006848896228, 'support': 79}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6329113841056824,"{'Basal': {'precision': 0.40625, 'recall': 1.0, 'f1-score': 0.5777777777777777, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.9024390243902439, 'f1-score': 0.8409090909090909, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.2386968085106383, 'recall': 0.3804878048780488, 'f1-score': 0.28373737373737373, 'support': 79}, 'weighted avg': {'precision': 0.4754157689200108, 'recall': 0.6329113924050633, 'f1-score': 0.5314985295997955, 'support': 79}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.594936728477478,"{'Basal': {'precision': 0.38235294117647056, 'recall': 1.0, 'f1-score': 0.5531914893617021, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7555555555555555, 'recall': 0.8292682926829268, 'f1-score': 0.7906976744186047, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5949367088607594, 'recall': 0.5949367088607594, 'f1-score': 0.5949367088607594, 'support': 79}, 'macro avg': {'precision': 0.2275816993464052, 'recall': 0.36585365853658536, 'f1-score': 0.2687778327560614, 'support': 79}, 'weighted avg': {'precision': 0.4550426077604038, 'recall': 0.5949367088607594, 'f1-score': 0.5013935950995559, 'support': 79}}",0.5760059,100,20,64,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
