,0,1,2,3,4
0,113.0,0.0,13.0,9.0,0.0
1,14.0,3.0,27.0,21.0,0.0
2,4.0,1.0,370.0,40.0,0.0
3,11.0,4.0,87.0,74.0,0.0
4,5.0,0.0,17.0,1.0,2.0
