,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8333333134651184,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.7368421052631579, 'recall': 0.7777777777777778, 'f1-score': 0.7567567567567567, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.7042478536767451, 'recall': 0.6031746031746031, 'f1-score': 0.6131189694149787, 'support': 84}, 'weighted avg': {'precision': 0.8223155406246111, 'recall': 0.8333333333333334, 'f1-score': 0.8095569416762752, 'support': 84}}",0.7801738,300,100,64,100,0.001,0.8,0.8
1,2,0.8452380895614624,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.8333333333333334, 'f1-score': 0.7894736842105262, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.8590476190476191, 'recall': 0.6904761904761905, 'f1-score': 0.7320102764748863, 'support': 84}, 'weighted avg': {'precision': 0.8470238095238096, 'recall': 0.8452380952380952, 'f1-score': 0.8355223874733857, 'support': 84}}",0.7801738,300,100,64,100,0.001,0.8,0.8
2,3,0.738095223903656,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7358490566037735, 'recall': 0.9285714285714286, 'f1-score': 0.8210526315789474, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.4444444444444444, 'f1-score': 0.47058823529411764, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.6471698113207547, 'recall': 0.5174603174603176, 'f1-score': 0.5398096548560944, 'support': 84}, 'weighted avg': {'precision': 0.7250673854447439, 'recall': 0.7380952380952381, 'f1-score': 0.7088975161214583, 'support': 84}}",0.7801738,300,100,64,100,0.001,0.8,0.8
3,4,0.7023809552192688,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.7333333333333333, 'recall': 0.7857142857142857, 'f1-score': 0.7586206896551724, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.5555555555555556, 'f1-score': 0.5263157894736842, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7023809523809523, 'recall': 0.7023809523809523, 'f1-score': 0.7023809523809523, 'support': 84}, 'macro avg': {'precision': 0.5666666666666667, 'recall': 0.5253968253968253, 'f1-score': 0.5300907441016334, 'support': 84}, 'weighted avg': {'precision': 0.6849206349206349, 'recall': 0.7023809523809523, 'f1-score': 0.6863451732780226, 'support': 84}}",0.7801738,300,100,64,100,0.001,0.8,0.8
4,5,0.7023809552192688,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 42}, 'LumB': {'precision': 0.4117647058823529, 'recall': 0.3888888888888889, 'f1-score': 0.39999999999999997, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7023809523809523, 'recall': 0.7023809523809523, 'f1-score': 0.7023809523809523, 'support': 84}, 'macro avg': {'precision': 0.61187675070028, 'recall': 0.5301587301587302, 'f1-score': 0.5469496021220158, 'support': 84}, 'weighted avg': {'precision': 0.6842670401493931, 'recall': 0.7023809523809523, 'f1-score': 0.6812492105595553, 'support': 84}}",0.7801738,300,100,64,100,0.001,0.8,0.8
5,6,0.7777777910232544,"{'Basal': {'precision': 0.7, 'recall': 1.0, 'f1-score': 0.8235294117647058, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 6}, 'LumA': {'precision': 0.9166666666666666, 'recall': 0.8048780487804879, 'f1-score': 0.8571428571428571, 'support': 41}, 'LumB': {'precision': 0.6, 'recall': 0.6666666666666666, 'f1-score': 0.631578947368421, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7777777777777778, 'recall': 0.7777777777777778, 'f1-score': 0.7777777777777778, 'support': 81}, 'macro avg': {'precision': 0.6033333333333333, 'recall': 0.6276422764227643, 'f1-score': 0.6079047887097422, 'support': 81}, 'weighted avg': {'precision': 0.7775720164609052, 'recall': 0.7777777777777778, 'f1-score': 0.7704237817756908, 'support': 81}}",0.7801738,300,100,64,100,0.001,0.8,0.8
6,7,0.7594936490058899,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.6677584204413473, 'recall': 0.7384026781444285, 'f1-score': 0.6565858653978245, 'support': 79}, 'weighted avg': {'precision': 0.7704038577456299, 'recall': 0.759493670886076, 'f1-score': 0.7545451010130472, 'support': 79}}",0.7801738,300,100,64,100,0.001,0.8,0.8
7,8,0.797468364238739,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.7804878048780488, 'f1-score': 0.8311688311688312, 'support': 41}, 'LumB': {'precision': 0.65, 'recall': 0.7647058823529411, 'f1-score': 0.7027027027027027, 'support': 17}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.731111111111111, 'recall': 0.7423720707795314, 'f1-score': 0.7191552591552592, 'support': 79}, 'weighted avg': {'precision': 0.8260900140646975, 'recall': 0.7974683544303798, 'f1-score': 0.804581813442573, 'support': 79}}",0.7801738,300,100,64,100,0.001,0.8,0.8
8,9,0.8481012582778931,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8604651162790697, 'recall': 0.9024390243902439, 'f1-score': 0.8809523809523809, 'support': 41}, 'LumB': {'precision': 0.7333333333333333, 'recall': 0.6470588235294118, 'f1-score': 0.6875, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.892093023255814, 'recall': 0.7765662362505978, 'f1-score': 0.8145562770562771, 'support': 79}, 'weighted avg': {'precision': 0.8482582670984201, 'recall': 0.8481012658227848, 'f1-score': 0.8438715820044933, 'support': 79}}",0.7801738,300,100,64,100,0.001,0.8,0.8
9,10,0.797468364238739,"{'Basal': {'precision': 0.7222222222222222, 'recall': 1.0, 'f1-score': 0.8387096774193548, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.875, 'recall': 0.8536585365853658, 'f1-score': 0.8641975308641976, 'support': 41}, 'LumB': {'precision': 0.8666666666666667, 'recall': 0.7647058823529411, 'f1-score': 0.8125, 'support': 17}, 'Normal': {'precision': 0.2, 'recall': 0.5, 'f1-score': 0.28571428571428575, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.7327777777777779, 'recall': 0.6570062171209947, 'f1-score': 0.6173671559424248, 'support': 79}, 'weighted avg': {'precision': 0.8404711673699016, 'recall': 0.7974683544303798, 'f1-score': 0.7902979602227594, 'support': 79}}",0.7801738,300,100,64,100,0.001,0.8,0.8
