,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6428571343421936,"{'Basal': {'precision': 0.9, 'recall': 0.6428571428571429, 'f1-score': 0.75, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5915492957746479, 'recall': 1.0, 'f1-score': 0.743362831858407, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.4983098591549296, 'recall': 0.3619047619047619, 'f1-score': 0.3558154235145385, 'support': 84}, 'weighted avg': {'precision': 0.6600603621730382, 'recall': 0.6428571428571429, 'f1-score': 0.5579059057251218, 'support': 84}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.6309523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6212121212121212, 'recall': 0.9761904761904762, 'f1-score': 0.7592592592592593, 'support': 42}, 'LumB': {'precision': 0.45454545454545453, 'recall': 0.2777777777777778, 'f1-score': 0.3448275862068966, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6309523809523809, 'recall': 0.6309523809523809, 'f1-score': 0.6309523809523809, 'support': 84}, 'macro avg': {'precision': 0.41515151515151516, 'recall': 0.35079365079365077, 'f1-score': 0.35415070242656455, 'support': 84}, 'weighted avg': {'precision': 0.5746753246753247, 'recall': 0.6309523809523809, 'f1-score': 0.5646323663565043, 'support': 84}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5476190447807312,"{'Basal': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5909090909090909, 'recall': 0.9285714285714286, 'f1-score': 0.7222222222222223, 'support': 42}, 'LumB': {'precision': 0.3125, 'recall': 0.2777777777777778, 'f1-score': 0.29411764705882354, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5476190476190477, 'recall': 0.5476190476190477, 'f1-score': 0.5476190476190477, 'support': 84}, 'macro avg': {'precision': 0.3806818181818182, 'recall': 0.2698412698412699, 'f1-score': 0.2532679738562092, 'support': 84}, 'weighted avg': {'precision': 0.5290854978354979, 'recall': 0.5476190476190477, 'f1-score': 0.46580298786181146, 'support': 84}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6190476417541504,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.625, 'recall': 0.9523809523809523, 'f1-score': 0.7547169811320755, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.2222222222222222, 'f1-score': 0.30769230769230765, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.3583333333333333, 'recall': 0.3492063492063492, 'f1-score': 0.3355587808417997, 'support': 84}, 'weighted avg': {'precision': 0.5307539682539681, 'recall': 0.6190476190476191, 'f1-score': 0.5458566590642062, 'support': 84}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5714285969734192,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.42857142857142855, 'f1-score': 0.5714285714285714, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5694444444444444, 'recall': 0.9761904761904762, 'f1-score': 0.7192982456140351, 'support': 42}, 'LumB': {'precision': 0.2, 'recall': 0.05555555555555555, 'f1-score': 0.08695652173913045, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5714285714285714, 'recall': 0.5714285714285714, 'f1-score': 0.5714285714285714, 'support': 84}, 'macro avg': {'precision': 0.3253174603174603, 'recall': 0.292063492063492, 'f1-score': 0.2755366677563474, 'support': 84}, 'weighted avg': {'precision': 0.47043650793650793, 'recall': 0.5714285714285714, 'f1-score': 0.4735207584177836, 'support': 84}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.625,"{'Basal': {'precision': 0.5, 'recall': 0.6153846153846154, 'f1-score': 0.5517241379310345, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6724137931034483, 'recall': 0.9512195121951219, 'f1-score': 0.7878787878787878, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.625, 'recall': 0.625, 'f1-score': 0.625, 'support': 80}, 'macro avg': {'precision': 0.33448275862068966, 'recall': 0.3466541588492808, 'f1-score': 0.3179205851619645, 'support': 80}, 'weighted avg': {'precision': 0.5383620689655173, 'recall': 0.625, 'f1-score': 0.549693051201672, 'support': 80}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6582278609275818,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6923076923076923, 'f1-score': 0.7500000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6779661016949152, 'recall': 0.975609756097561, 'f1-score': 0.7999999999999999, 'support': 41}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.17647058823529413, 'f1-score': 0.23076923076923078, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.36589625064201337, 'recall': 0.3688776073281095, 'f1-score': 0.35615384615384615, 'support': 79}, 'weighted avg': {'precision': 0.5582232971205293, 'recall': 0.6582278481012658, 'f1-score': 0.5882667964946445, 'support': 79}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6582278609275818,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6307692307692307, 'recall': 1.0, 'f1-score': 0.7735849056603773, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.28329670329670326, 'recall': 0.36923076923076925, 'f1-score': 0.3176799440950384, 'support': 79}, 'weighted avg': {'precision': 0.45665600222562247, 'recall': 0.6582278481012658, 'f1-score': 0.5355642243628868, 'support': 79}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6962025165557861,"{'Basal': {'precision': 0.7142857142857143, 'recall': 0.7692307692307693, 'f1-score': 0.7407407407407408, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6721311475409836, 'recall': 1.0, 'f1-score': 0.8039215686274509, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.23529411764705882, 'f1-score': 0.38095238095238093, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.4772833723653395, 'recall': 0.40090497737556563, 'f1-score': 0.3851229380641145, 'support': 79}, 'weighted avg': {'precision': 0.681558118163223, 'recall': 0.6962025316455697, 'f1-score': 0.6210962584752606, 'support': 79}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6962025165557861,"{'Basal': {'precision': 0.8125, 'recall': 1.0, 'f1-score': 0.896551724137931, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6612903225806451, 'recall': 1.0, 'f1-score': 0.7961165048543689, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.058823529411764705, 'f1-score': 0.1111111111111111, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.494758064516129, 'recall': 0.4117647058823529, 'f1-score': 0.36075586802068227, 'support': 79}, 'weighted avg': {'precision': 0.692093711719069, 'recall': 0.6962025316455697, 'f1-score': 0.5846182025533052, 'support': 79}}",0.6345765,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
