,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5256410256410257, 'recall': 0.9761904761904762, 'f1-score': 0.6833333333333332, 'support': 42}, 'LumB': {'precision': 0.16666666666666666, 'recall': 0.05555555555555555, 'f1-score': 0.08333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.13846153846153847, 'recall': 0.20634920634920634, 'f1-score': 0.15333333333333332, 'support': 84}, 'weighted avg': {'precision': 0.29853479853479853, 'recall': 0.5, 'f1-score': 0.35952380952380947, 'support': 84}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5952380895614624,"{'Basal': {'precision': 0.7777777777777778, 'recall': 0.5, 'f1-score': 0.6086956521739131, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5675675675675675, 'recall': 1.0, 'f1-score': 0.7241379310344828, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.05555555555555555, 'f1-score': 0.10526315789473684, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5952380952380952, 'support': 84}, 'macro avg': {'precision': 0.46906906906906903, 'recall': 0.3111111111111111, 'f1-score': 0.2876193482206265, 'support': 84}, 'weighted avg': {'precision': 0.6276991276991277, 'recall': 0.5952380952380952, 'f1-score': 0.4860746318570038, 'support': 84}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5476190447807312,"{'Basal': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5316455696202531, 'recall': 1.0, 'f1-score': 0.6942148760330578, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5476190476190477, 'recall': 0.5476190476190477, 'f1-score': 0.5476190476190477, 'support': 84}, 'macro avg': {'precision': 0.3063291139240506, 'recall': 0.2571428571428571, 'f1-score': 0.22773186409550045, 'support': 84}, 'weighted avg': {'precision': 0.43248945147679324, 'recall': 0.5476190476190477, 'f1-score': 0.421181512090603, 'support': 84}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5595238208770752,"{'Basal': {'precision': 0.8, 'recall': 0.2857142857142857, 'f1-score': 0.4210526315789473, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.56, 'recall': 1.0, 'f1-score': 0.717948717948718, 'support': 42}, 'LumB': {'precision': 0.25, 'recall': 0.05555555555555555, 'f1-score': 0.0909090909090909, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5595238095238095, 'recall': 0.5595238095238095, 'f1-score': 0.5595238095238095, 'support': 84}, 'macro avg': {'precision': 0.322, 'recall': 0.26825396825396824, 'f1-score': 0.2459820880873512, 'support': 84}, 'weighted avg': {'precision': 0.466904761904762, 'recall': 0.5595238095238095, 'f1-score': 0.4486303170513696, 'support': 84}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5357142686843872,"{'Basal': {'precision': 0.75, 'recall': 0.21428571428571427, 'f1-score': 0.3333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.525, 'recall': 1.0, 'f1-score': 0.6885245901639345, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5357142857142857, 'recall': 0.5357142857142857, 'f1-score': 0.5357142857142857, 'support': 84}, 'macro avg': {'precision': 0.255, 'recall': 0.24285714285714283, 'f1-score': 0.20437158469945355, 'support': 84}, 'weighted avg': {'precision': 0.38749999999999996, 'recall': 0.5357142857142857, 'f1-score': 0.3998178506375228, 'support': 84}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6000000238418579,"{'Basal': {'precision': 0.5, 'recall': 0.3076923076923077, 'f1-score': 0.380952380952381, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6451612903225806, 'recall': 0.975609756097561, 'f1-score': 0.7766990291262136, 'support': 41}, 'LumB': {'precision': 0.4, 'recall': 0.2222222222222222, 'f1-score': 0.2857142857142857, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6, 'recall': 0.6, 'f1-score': 0.6, 'support': 80}, 'macro avg': {'precision': 0.30903225806451606, 'recall': 0.30110485720241814, 'f1-score': 0.28867313915857606, 'support': 80}, 'weighted avg': {'precision': 0.5018951612903226, 'recall': 0.6, 'f1-score': 0.5242487286176607, 'support': 80}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6202531456947327,"{'Basal': {'precision': 0.8888888888888888, 'recall': 0.6153846153846154, 'f1-score': 0.7272727272727274, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5857142857142857, 'recall': 1.0, 'f1-score': 0.7387387387387387, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.620253164556962, 'recall': 0.620253164556962, 'f1-score': 0.620253164556962, 'support': 79}, 'macro avg': {'precision': 0.2949206349206349, 'recall': 0.3230769230769231, 'f1-score': 0.29320229320229324, 'support': 79}, 'weighted avg': {'precision': 0.4502511553144464, 'recall': 0.620253164556962, 'f1-score': 0.5030738448459968, 'support': 79}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6329113841056824,"{'Basal': {'precision': 0.8, 'recall': 0.6153846153846154, 'f1-score': 0.6956521739130435, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6119402985074627, 'recall': 1.0, 'f1-score': 0.7592592592592593, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.058823529411764705, 'f1-score': 0.10526315789473684, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.38238805970149253, 'recall': 0.33484162895927605, 'f1-score': 0.31203491821340795, 'support': 79}, 'weighted avg': {'precision': 0.5568297751747591, 'recall': 0.6329113924050633, 'f1-score': 0.5311719186672117, 'support': 79}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6455696225166321,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6923076923076923, 'f1-score': 0.7500000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6119402985074627, 'recall': 1.0, 'f1-score': 0.7592592592592593, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.058823529411764705, 'f1-score': 0.1111111111111111, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.48602442333785617, 'recall': 0.3502262443438914, 'f1-score': 0.3240740740740741, 'support': 79}, 'weighted avg': {'precision': 0.6674166566477165, 'recall': 0.6455696202531646, 'f1-score': 0.5413736521331458, 'support': 79}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7341772317886353,"{'Basal': {'precision': 0.7058823529411765, 'recall': 0.9230769230769231, 'f1-score': 0.8000000000000002, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.78, 'recall': 0.9512195121951219, 'f1-score': 0.8571428571428571, 'support': 41}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.4117647058823529, 'f1-score': 0.5, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.4244491978609625, 'recall': 0.4572122282308796, 'f1-score': 0.4314285714285715, 'support': 79}, 'weighted avg': {'precision': 0.6579069924862926, 'recall': 0.7341772151898734, 'f1-score': 0.6840867992766727, 'support': 79}}",0.5971007,300,100,64,100,0.001,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
