,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7023809552192688,"{'Basal': {'precision': 1.0, 'recall': 0.5714285714285714, 'f1-score': 0.7272727272727273, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6896551724137931, 'recall': 0.9523809523809523, 'f1-score': 0.7999999999999999, 'support': 42}, 'LumB': {'precision': 0.6111111111111112, 'recall': 0.6111111111111112, 'f1-score': 0.6111111111111112, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7023809523809523, 'recall': 0.7023809523809523, 'f1-score': 0.7023809523809523, 'support': 84}, 'macro avg': {'precision': 0.46015325670498086, 'recall': 0.42698412698412697, 'f1-score': 0.4276767676767677, 'support': 84}, 'weighted avg': {'precision': 0.6424466338259442, 'recall': 0.7023809523809523, 'f1-score': 0.6521645021645021, 'support': 84}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.75,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7450980392156863, 'recall': 0.9047619047619048, 'f1-score': 0.8172043010752689, 'support': 42}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.7777777777777778, 'f1-score': 0.7000000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 84}, 'macro avg': {'precision': 0.4762923351158645, 'recall': 0.4936507936507937, 'f1-score': 0.47944086021505383, 'support': 84}, 'weighted avg': {'precision': 0.6755793226381461, 'recall': 0.75, 'f1-score': 0.7052688172043011, 'support': 84}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6071428656578064,"{'Basal': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6212121212121212, 'recall': 0.9761904761904762, 'f1-score': 0.7592592592592593, 'support': 42}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.2222222222222222, 'f1-score': 0.26666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 84}, 'macro avg': {'precision': 0.3909090909090909, 'recall': 0.3253968253968254, 'f1-score': 0.32518518518518513, 'support': 84}, 'weighted avg': {'precision': 0.5487012987012987, 'recall': 0.6071428571428571, 'f1-score': 0.5367724867724868, 'support': 84}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6309523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 42}, 'LumB': {'precision': 0.4444444444444444, 'recall': 0.4444444444444444, 'f1-score': 0.4444444444444444, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6309523809523809, 'recall': 0.6309523809523809, 'f1-score': 0.6309523809523809, 'support': 84}, 'macro avg': {'precision': 0.4138888888888889, 'recall': 0.39841269841269844, 'f1-score': 0.3984126984126984, 'support': 84}, 'weighted avg': {'precision': 0.5744047619047619, 'recall': 0.6309523809523809, 'f1-score': 0.5912698412698413, 'support': 84}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5952380895614624,"{'Basal': {'precision': 0.8888888888888888, 'recall': 0.5714285714285714, 'f1-score': 0.6956521739130435, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5857142857142857, 'recall': 0.9761904761904762, 'f1-score': 0.7321428571428572, 'support': 42}, 'LumB': {'precision': 0.2, 'recall': 0.05555555555555555, 'f1-score': 0.08695652173913045, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5952380952380952, 'support': 84}, 'macro avg': {'precision': 0.33492063492063495, 'recall': 0.3206349206349206, 'f1-score': 0.30295031055900623, 'support': 84}, 'weighted avg': {'precision': 0.4838624338624339, 'recall': 0.5952380952380952, 'f1-score': 0.5006469979296067, 'support': 84}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.637499988079071,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.7692307692307693, 'f1-score': 0.7142857142857142, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.65, 'recall': 0.9512195121951219, 'f1-score': 0.7722772277227723, 'support': 41}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.05555555555555555, 'f1-score': 0.09523809523809525, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6375, 'recall': 0.6375, 'f1-score': 0.6375, 'support': 80}, 'macro avg': {'precision': 0.43, 'recall': 0.3885345007296227, 'f1-score': 0.36636020744931636, 'support': 80}, 'weighted avg': {'precision': 0.5539583333333333, 'recall': 0.6375, 'f1-score': 0.5520420792079208, 'support': 80}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7215189933776855,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7254901960784313, 'recall': 0.9024390243902439, 'f1-score': 0.8043478260869564, 'support': 41}, 'LumB': {'precision': 0.5714285714285714, 'recall': 0.47058823529411764, 'f1-score': 0.5161290322580646, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.43081232492997196, 'recall': 0.459220836552257, 'f1-score': 0.44187314944678197, 'support': 79}, 'weighted avg': {'precision': 0.6405346948906145, 'recall': 0.7215189873417721, 'f1-score': 0.6747849363735173, 'support': 79}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6835442781448364,"{'Basal': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6612903225806451, 'recall': 1.0, 'f1-score': 0.7961165048543689, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.17647058823529413, 'f1-score': 0.2608695652173913, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.41407624633431084, 'recall': 0.3891402714932127, 'f1-score': 0.3780638806810187, 'support': 79}, 'weighted avg': {'precision': 0.6003934815694717, 'recall': 0.6835443037974683, 'f1-score': 0.6064416790007356, 'support': 79}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6962025165557861,"{'Basal': {'precision': 0.7692307692307693, 'recall': 0.7692307692307693, 'f1-score': 0.7692307692307693, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6981132075471698, 'recall': 0.9024390243902439, 'f1-score': 0.7872340425531914, 'support': 41}, 'LumB': {'precision': 0.6153846153846154, 'recall': 0.47058823529411764, 'f1-score': 0.5333333333333333, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.41654571843251087, 'recall': 0.42845160578302616, 'f1-score': 0.41795962902345873, 'support': 79}, 'weighted avg': {'precision': 0.6213187338097775, 'recall': 0.6962025316455697, 'f1-score': 0.64991471406769, 'support': 79}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7721518874168396,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.7454545454545455, 'recall': 1.0, 'f1-score': 0.8541666666666666, 'support': 41}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.35294117647058826, 'f1-score': 0.5, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.6938528138528139, 'recall': 0.5039215686274511, 'f1-score': 0.5136904761904761, 'support': 79}, 'weighted avg': {'precision': 0.7898953367307797, 'recall': 0.7721518987341772, 'f1-score': 0.7253993369499698, 'support': 79}}",0.6796632,300,100,64,100,0.001,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
