,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.738095223903656,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6774193548387096, 'recall': 1.0, 'f1-score': 0.8076923076923077, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.2777777777777778, 'f1-score': 0.4166666666666667, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.8021505376344086, 'recall': 0.5365079365079365, 'f1-score': 0.5674643874643874, 'support': 84}, 'weighted avg': {'precision': 0.7851382488479263, 'recall': 0.7380952380952381, 'f1-score': 0.6887447429114096, 'support': 84}}",0.79752713,100,20,256,100,0.01,0.4,0.5
1,2,0.8571428656578064,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.8076923076923077, 'recall': 1.0, 'f1-score': 0.8936170212765957, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.7222222222222222, 'f1-score': 0.8387096774193548, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.7282051282051283, 'recall': 0.6587301587301587, 'f1-score': 0.6849268782007286, 'support': 84}, 'weighted avg': {'precision': 0.8542429792429793, 'recall': 0.8571428571428571, 'f1-score': 0.8444807308911633, 'support': 84}}",0.79752713,100,20,256,100,0.01,0.4,0.5
2,3,0.8690476417541504,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.8461538461538461, 'recall': 0.6111111111111112, 'f1-score': 0.7096774193548387, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8690476190476191, 'recall': 0.8690476190476191, 'f1-score': 0.8690476190476191, 'support': 84}, 'macro avg': {'precision': 0.8949990907437716, 'recall': 0.8317460317460318, 'f1-score': 0.8493033573624368, 'support': 84}, 'weighted avg': {'precision': 0.8740463634080655, 'recall': 0.8690476190476191, 'f1-score': 0.8634938573646742, 'support': 84}}",0.79752713,100,20,256,100,0.01,0.4,0.5
3,4,0.726190447807312,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.6557377049180327, 'recall': 0.9523809523809523, 'f1-score': 0.7766990291262135, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.16666666666666666, 'f1-score': 0.27272727272727276, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.8311475409836065, 'recall': 0.5761904761904761, 'f1-score': 0.6189761694616064, 'support': 84}, 'weighted avg': {'precision': 0.7534640905542545, 'recall': 0.7261904761904762, 'f1-score': 0.6767694279830201, 'support': 84}}",0.79752713,100,20,256,100,0.01,0.4,0.5
4,5,0.8452380895614624,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.5714285714285714, 'f1-score': 0.7272727272727273, 'support': 7}, 'LumA': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.5555555555555556, 'f1-score': 0.7142857142857143, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.9422222222222223, 'recall': 0.692063492063492, 'f1-score': 0.7564151365875504, 'support': 84}, 'weighted avg': {'precision': 0.8777777777777778, 'recall': 0.8452380952380952, 'f1-score': 0.8299439681828845, 'support': 84}}",0.79752713,100,20,256,100,0.01,0.4,0.5
5,6,0.7749999761581421,"{'Basal': {'precision': 1.0, 'recall': 0.6923076923076923, 'f1-score': 0.8181818181818181, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.803921568627451, 'recall': 1.0, 'f1-score': 0.891304347826087, 'support': 41}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5555555555555556, 'f1-score': 0.6250000000000001, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.775, 'recall': 0.775, 'f1-score': 0.775, 'support': 80}, 'macro avg': {'precision': 0.5703081232492997, 'recall': 0.6495726495726496, 'f1-score': 0.566897233201581, 'support': 80}, 'weighted avg': {'precision': 0.7435574229691876, 'recall': 0.775, 'f1-score': 0.7428730237154151, 'support': 80}}",0.79752713,100,20,256,100,0.01,0.4,0.5
6,7,0.6582278609275818,"{'Basal': {'precision': 1.0, 'recall': 0.5384615384615384, 'f1-score': 0.7000000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6507936507936508, 'recall': 1.0, 'f1-score': 0.7884615384615385, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.23529411764705882, 'f1-score': 0.38095238095238093, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.5301587301587302, 'recall': 0.3547511312217194, 'f1-score': 0.3738827838827839, 'support': 79}, 'weighted avg': {'precision': 0.7175005023106289, 'recall': 0.6582278481012658, 'f1-score': 0.6063685259887792, 'support': 79}}",0.79752713,100,20,256,100,0.01,0.4,0.5
7,8,0.8481012582778931,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8297872340425532, 'recall': 0.9512195121951219, 'f1-score': 0.8863636363636364, 'support': 41}, 'LumB': {'precision': 0.7692307692307693, 'recall': 0.5882352941176471, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.7055178863689502, 'recall': 0.6745576279292205, 'f1-score': 0.685016835016835, 'support': 79}, 'weighted avg': {'precision': 0.824932003089827, 'recall': 0.8481012658227848, 'f1-score': 0.8309785619912202, 'support': 79}}",0.79752713,100,20,256,100,0.01,0.4,0.5
8,9,0.8481012582778931,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 0.8571428571428571, 'recall': 1.0, 'f1-score': 0.923076923076923, 'support': 6}, 'LumA': {'precision': 0.8409090909090909, 'recall': 0.9024390243902439, 'f1-score': 0.8705882352941177, 'support': 41}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5882352941176471, 'f1-score': 0.6451612903225806, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.8824675324675326, 'recall': 0.8827502483169628, 'f1-score': 0.8797652897387241, 'support': 79}, 'weighted avg': {'precision': 0.8451011014302153, 'recall': 0.8481012658227848, 'f1-score': 0.8440546977342307, 'support': 79}}",0.79752713,100,20,256,100,0.01,0.4,0.5
9,10,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.9090909090909091, 'recall': 0.5882352941176471, 'f1-score': 0.7142857142857143, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7959012618587087, 'recall': 0.7363462458153994, 'f1-score': 0.6653198653198654, 'support': 79}, 'weighted avg': {'precision': 0.8524250235804235, 'recall': 0.810126582278481, 'f1-score': 0.794743699806991, 'support': 79}}",0.79752713,100,20,256,100,0.01,0.4,0.5
