,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8095238208770752,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.7843137254901961, 'recall': 0.9523809523809523, 'f1-score': 0.8602150537634408, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.8568627450980392, 'recall': 0.688888888888889, 'f1-score': 0.7325558312655087, 'support': 84}, 'weighted avg': {'precision': 0.8068394024276377, 'recall': 0.8095238095238095, 'f1-score': 0.7930196147938082, 'support': 84}}",0.8179084,100,20,256,100,0.01,0.5,0.4
1,2,0.8333333134651184,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.8863636363636364, 'recall': 0.9285714285714286, 'f1-score': 0.9069767441860465, 'support': 42}, 'LumB': {'precision': 0.7391304347826086, 'recall': 0.9444444444444444, 'f1-score': 0.8292682926829269, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.675098814229249, 'recall': 0.6174603174603174, 'f1-score': 0.6323399164647038, 'support': 84}, 'weighted avg': {'precision': 0.8307335780161867, 'recall': 0.8333333333333334, 'f1-score': 0.823309932646291, 'support': 84}}",0.8179084,100,20,256,100,0.01,0.5,0.4
2,3,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 7}, 'LumA': {'precision': 0.82, 'recall': 0.9761904761904762, 'f1-score': 0.8913043478260869, 'support': 42}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6111111111111112, 'f1-score': 0.7333333333333334, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.9473333333333332, 'recall': 0.7841269841269842, 'f1-score': 0.8249275362318841, 'support': 84}, 'weighted avg': {'precision': 0.8921428571428571, 'recall': 0.8809523809523809, 'f1-score': 0.8706521739130434, 'support': 84}}",0.8179084,100,20,256,100,0.01,0.5,0.4
3,4,0.8095238208770752,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.9047619047619048, 'f1-score': 0.8351648351648353, 'support': 42}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5555555555555556, 'f1-score': 0.6250000000000001, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.8579591836734695, 'recall': 0.7396825396825396, 'f1-score': 0.7853663003663003, 'support': 84}, 'weighted avg': {'precision': 0.8098639455782313, 'recall': 0.8095238095238095, 'f1-score': 0.80230463980464, 'support': 84}}",0.8179084,100,20,256,100,0.01,0.5,0.4
4,5,0.8571428656578064,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.8541666666666666, 'recall': 0.9761904761904762, 'f1-score': 0.9111111111111111, 'support': 42}, 'LumB': {'precision': 0.9230769230769231, 'recall': 0.6666666666666666, 'f1-score': 0.7741935483870968, 'support': 18}, 'Normal': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.8078296703296705, 'recall': 0.7619047619047619, 'f1-score': 0.7791854740241836, 'support': 84}, 'weighted avg': {'precision': 0.8590125152625153, 'recall': 0.8571428571428571, 'f1-score': 0.8513076529205561, 'support': 84}}",0.8179084,100,20,256,100,0.01,0.5,0.4
5,6,0.8999999761581421,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8541666666666666, 'recall': 1.0, 'f1-score': 0.9213483146067416, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.7222222222222222, 'f1-score': 0.8387096774193548, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.9, 'recall': 0.9, 'f1-score': 0.9, 'support': 80}, 'macro avg': {'precision': 0.7375, 'recall': 0.7111111111111111, 'f1-score': 0.7186782650718859, 'support': 80}, 'weighted avg': {'precision': 0.8877604166666666, 'recall': 0.9, 'f1-score': 0.8859006886553098, 'support': 80}}",0.8179084,100,20,256,100,0.01,0.5,0.4
6,7,0.6708860993385315,"{'Basal': {'precision': 1.0, 'recall': 0.6153846153846154, 'f1-score': 0.761904761904762, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7017543859649122, 'recall': 0.975609756097561, 'f1-score': 0.8163265306122448, 'support': 41}, 'LumB': {'precision': 0.625, 'recall': 0.29411764705882354, 'f1-score': 0.4, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6708860759493671, 'recall': 0.6708860759493671, 'f1-score': 0.6708860759493671, 'support': 79}, 'macro avg': {'precision': 0.46535087719298246, 'recall': 0.3770224037082, 'f1-score': 0.39564625850340135, 'support': 79}, 'weighted avg': {'precision': 0.6632522762602708, 'recall': 0.6708860759493671, 'f1-score': 0.6351158184792904, 'support': 79}}",0.8179084,100,20,256,100,0.01,0.5,0.4
7,8,0.7341772317886353,"{'Basal': {'precision': 1.0, 'recall': 0.6153846153846154, 'f1-score': 0.761904761904762, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.5238095238095238, 'recall': 0.6470588235294118, 'f1-score': 0.5789473684210527, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.5664640324214792, 'recall': 0.537854541441342, 'f1-score': 0.5408976987924357, 'support': 79}, 'weighted avg': {'precision': 0.7095404819617047, 'recall': 0.7341772151898734, 'f1-score': 0.7108349123672242, 'support': 79}}",0.8179084,100,20,256,100,0.01,0.5,0.4
8,9,0.8607594966888428,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8604651162790697, 'recall': 0.9024390243902439, 'f1-score': 0.8809523809523809, 'support': 41}, 'LumB': {'precision': 0.7058823529411765, 'recall': 0.7058823529411765, 'f1-score': 0.7058823529411765, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.9132694938440492, 'recall': 0.8729463267483354, 'f1-score': 0.8911851285968933, 'support': 79}, 'weighted avg': {'precision': 0.8642920223726817, 'recall': 0.8607594936708861, 'f1-score': 0.8614378870075073, 'support': 79}}",0.8179084,100,20,256,100,0.01,0.5,0.4
9,10,0.8227847814559937,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5882352941176471, 'f1-score': 0.6896551724137931, 'support': 17}, 'Normal': {'precision': 0.4, 'recall': 1.0, 'f1-score': 0.5714285714285715, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.8083687943262412, 'recall': 0.7696795791487328, 'f1-score': 0.7249440214957457, 'support': 79}, 'weighted avg': {'precision': 0.8495645928718916, 'recall': 0.8227848101265823, 'f1-score': 0.8136213415567409, 'support': 79}}",0.8179084,100,20,256,100,0.01,0.5,0.4
