,0,1,2,3,4
0,97.0,0.0,39.0,0.0,0.0
1,6.0,0.0,59.0,0.0,0.0
2,2.0,0.0,412.0,1.0,0.0
3,5.0,0.0,168.0,3.0,0.0
4,1.0,0.0,24.0,0.0,0.0
