,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.9279723763465881,0.92394495,300,100,50,100,0.01,0.5,0
1,2,0.9286775588989258,0.92394495,300,100,50,100,0.01,0.5,0
2,3,0.9398906826972961,0.92394495,300,100,50,100,0.01,0.5,0
3,4,0.9197807908058167,0.92394495,300,100,50,100,0.01,0.5,0
4,5,0.9034034013748169,0.92394495,300,100,50,100,0.01,0.5,0
