,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.9176122546195984,0.9165889,300,100,50,100,0.01,0,0
1,2,0.9053987264633179,0.9165889,300,100,50,100,0.01,0,0
2,3,0.9418777823448181,0.9165889,300,100,50,100,0.01,0,0
3,4,0.9471848607063293,0.9165889,300,100,50,100,0.01,0,0
4,5,0.8708708882331848,0.9165889,300,100,50,100,0.01,0,0
