,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.9274790287017822,0.93166083,300,100,50,100,0.01,0.6,0.2
1,2,0.9197622537612915,0.93166083,300,100,50,100,0.01,0.6,0.2
2,3,0.935916543006897,0.93166083,300,100,50,100,0.01,0.6,0.2
3,4,0.9397110342979431,0.93166083,300,100,50,100,0.01,0.6,0.2
4,5,0.93543541431427,0.93166083,300,100,50,100,0.01,0.6,0.2
