,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.921065628528595,0.92678034,300,100,50,100,0.01,0,0.8
1,2,0.9133234024047852,0.92678034,300,100,50,100,0.01,0,0.8
2,3,0.94138103723526,0.92678034,300,100,50,100,0.01,0,0.8
3,4,0.9392127394676208,0.92678034,300,100,50,100,0.01,0,0.8
4,5,0.9189189076423645,0.92678034,300,100,50,100,0.01,0,0.8
