,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.9195855855941772,0.92777616,300,100,50,100,0.01,0.2,0.6
1,2,0.9167904853820801,0.92777616,300,100,50,100,0.01,0.2,0.6
2,3,0.9428713321685791,0.92777616,300,100,50,100,0.01,0.2,0.6
3,4,0.9392127394676208,0.92777616,300,100,50,100,0.01,0.2,0.6
4,5,0.9204204082489014,0.92777616,300,100,50,100,0.01,0.2,0.6
