,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.9107054471969604,0.9117185,300,100,50,100,0.01,0,0.6
1,2,0.9148092865943909,0.9117185,300,100,50,100,0.01,0,0.6
2,3,0.9259811043739319,0.9117185,300,100,50,100,0.01,0,0.6
3,4,0.9357249736785889,0.9117185,300,100,50,100,0.01,0,0.6
4,5,0.8713713884353638,0.9117185,300,100,50,100,0.01,0,0.6
