,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8242424130439758,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 28}, 'Her2': {'precision': 0.75, 'recall': 0.46153846153846156, 'f1-score': 0.5714285714285714, 'support': 13}, 'LumA': {'precision': 0.92, 'recall': 0.8313253012048193, 'f1-score': 0.8734177215189873, 'support': 83}, 'LumB': {'precision': 0.6595744680851063, 'recall': 0.8611111111111112, 'f1-score': 0.7469879518072289, 'support': 36}, 'Normal': {'precision': 0.4, 'recall': 0.4, 'f1-score': 0.4000000000000001, 'support': 5}, 'micro avg': {'precision': 0.8242424242424242, 'recall': 0.8242424242424242, 'f1-score': 0.8242424242424242, 'support': 165}, 'macro avg': {'precision': 0.7325815602836879, 'recall': 0.7107949747708784, 'f1-score': 0.7114702972268196, 'support': 165}, 'weighted avg': {'precision': 0.8362909950569526, 'recall': 0.8242424242424242, 'f1-score': 0.8233229778080504, 'support': 165}}",0.85810006,100,20,200,100,0.01,0.6,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8588957190513611,"{'Basal': {'precision': 1.0, 'recall': 0.9629629629629629, 'f1-score': 0.9811320754716981, 'support': 27}, 'Her2': {'precision': 0.7058823529411765, 'recall': 0.9230769230769231, 'f1-score': 0.8000000000000002, 'support': 13}, 'LumA': {'precision': 0.8837209302325582, 'recall': 0.9156626506024096, 'f1-score': 0.8994082840236686, 'support': 83}, 'LumB': {'precision': 0.7419354838709677, 'recall': 0.6571428571428571, 'f1-score': 0.6969696969696969, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.6, 'f1-score': 0.7499999999999999, 'support': 5}, 'micro avg': {'precision': 0.8588957055214724, 'recall': 0.8588957055214724, 'f1-score': 0.8588957055214724, 'support': 163}, 'macro avg': {'precision': 0.8663077534089405, 'recall': 0.8117690787570305, 'f1-score': 0.8255020112930126, 'support': 163}, 'weighted avg': {'precision': 0.8619205505093344, 'recall': 0.8588957055214724, 'f1-score': 0.8569656012615936, 'support': 163}}",0.85810006,100,20,200,100,0.01,0.6,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.9202454090118408,"{'Basal': {'precision': 0.9642857142857143, 'recall': 1.0, 'f1-score': 0.9818181818181818, 'support': 27}, 'Her2': {'precision': 0.9166666666666666, 'recall': 0.8461538461538461, 'f1-score': 0.8799999999999999, 'support': 13}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9397590361445783, 'f1-score': 0.9341317365269461, 'support': 83}, 'LumB': {'precision': 0.8611111111111112, 'recall': 0.8857142857142857, 'f1-score': 0.8732394366197184, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.6, 'f1-score': 0.7499999999999999, 'support': 5}, 'micro avg': {'precision': 0.9202453987730062, 'recall': 0.9202453987730062, 'f1-score': 0.9202453987730062, 'support': 163}, 'macro avg': {'precision': 0.9341269841269841, 'recall': 0.854325433602542, 'f1-score': 0.8838378709929693, 'support': 163}, 'weighted avg': {'precision': 0.921243548544162, 'recall': 0.9202453987730062, 'f1-score': 0.9189902167025619, 'support': 163}}",0.85810006,100,20,200,100,0.01,0.6,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8343558311462402,"{'Basal': {'precision': 0.9, 'recall': 1.0, 'f1-score': 0.9473684210526316, 'support': 27}, 'Her2': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'LumA': {'precision': 0.8875, 'recall': 0.8554216867469879, 'f1-score': 0.8711656441717791, 'support': 83}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.8, 'f1-score': 0.7272727272727272, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.8343558282208589, 'recall': 0.8343558282208589, 'f1-score': 0.8343558282208589, 'support': 163}, 'macro avg': {'precision': 0.6726515151515151, 'recall': 0.6849304911955514, 'f1-score': 0.6758280251660942, 'support': 163}, 'weighted avg': {'precision': 0.816650399702547, 'recall': 0.8343558282208589, 'f1-score': 0.8231507645555673, 'support': 163}}",0.85810006,100,20,200,100,0.01,0.6,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8527607321739197,"{'Basal': {'precision': 0.896551724137931, 'recall': 0.9629629629629629, 'f1-score': 0.9285714285714286, 'support': 27}, 'Her2': {'precision': 1.0, 'recall': 0.5384615384615384, 'f1-score': 0.7000000000000001, 'support': 13}, 'LumA': {'precision': 0.9047619047619048, 'recall': 0.9156626506024096, 'f1-score': 0.9101796407185628, 'support': 83}, 'LumB': {'precision': 0.6904761904761905, 'recall': 0.8285714285714286, 'f1-score': 0.7532467532467533, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.2, 'f1-score': 0.33333333333333337, 'support': 5}, 'micro avg': {'precision': 0.852760736196319, 'recall': 0.852760736196319, 'f1-score': 0.852760736196319, 'support': 163}, 'macro avg': {'precision': 0.8983579638752053, 'recall': 0.689131716119668, 'f1-score': 0.7250662311740157, 'support': 163}, 'weighted avg': {'precision': 0.8679067565253308, 'recall': 0.852760736196319, 'f1-score': 0.8450714219716093, 'support': 163}}",0.85810006,100,20,200,100,0.01,0.6,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
