,loss,val_loss
0,10132.76336438072,9940.467552404836
1,9150.73138184711,9318.144631719393
2,9068.56510163401,9123.591254340277
3,9005.257335168764,9042.078719778807
4,8936.040498069222,8993.110335487398
5,8892.158815878862,8991.495193544239
6,8877.560129880578,8962.098311310443
7,8863.387763247283,8922.215486754116
8,8860.701008071725,8914.865455407664
9,8851.5904569508,8919.205283082561
10,8840.839958166476,8885.338079507459
11,8841.88597995924,8897.861316068673
12,8823.913953446796,8884.332147794496
13,8816.426647418479,8859.169327096193
14,8811.023271685497,8842.204901298868
15,8800.601999159753,8825.309634612911
16,8784.899263443936,8824.81830311214
17,8778.078567916906,8811.50532487783
18,8773.191868832237,8804.279513888889
19,8774.998479959238,8798.242155349793
20,8763.482324889159,8793.602816358025
21,8761.660880291762,8785.836118344907
22,8757.137680116562,8779.755308802727
23,8748.812587600114,8777.359471450618
24,8747.57818846539,8771.510726112398
25,8740.379044354262,8771.674989551184
26,8740.601547751,8762.574021829989
27,8735.57497944079,8764.000036168982
28,8729.824860107981,8759.128054269548
29,8725.611281196367,8750.828583140432
30,8723.912519218393,8756.348391685957
31,8722.267925843822,8749.032343106996
32,8718.388272311213,8750.611247749486
33,8708.715523097826,8749.699411651234
34,8714.56487861127,8739.597784850823
35,8708.296510744422,8739.740153999486
36,8711.02749123999,8734.680153677984
37,8706.164185855263,8735.446285043725
38,8710.770112271168,8734.889029546039
39,8699.855012871854,8734.294202514146
40,8703.623467891877,8730.577875835905
41,8706.527606997282,8726.547654642489
42,8702.881538722826,8725.31023742927
43,8701.363466059425,8725.923522698045
44,8695.737257311928,8727.607940297068
45,8693.858194633152,8722.42564059285
46,8695.941037971968,8721.899518550668
47,8692.230809317793,8724.33523421425
48,8692.82567599578,8723.818805459105
49,8694.622978046338,8721.129360371657
50,8695.448747675915,8723.504428690843
51,8684.116213172198,8717.697225437243
52,8689.549102545767,8719.78464988426
53,8689.522829662472,8720.447080761316
54,8686.768787989846,8713.48880770962
55,8686.51927202517,8713.8284063143
56,8684.222548090675,8715.386622299382
57,8685.702529676773,8712.760673868313
58,8682.381570008582,8713.947253568673
59,8682.282251144165,8713.215338059414
60,8674.728987592964,8709.546023019548
61,8680.95889409325,8709.504533179012
62,8681.82160370781,8711.121925636575
63,8678.120686141305,8708.117062917952
64,8677.162554079663,8708.38939525463
65,8676.005684174772,8707.99991560571
66,8675.634645398311,8709.7165155607
67,8677.343577704876,8702.218135127316
68,8677.04836107337,8702.549451035236
69,8678.873778514731,8706.667727623457
70,8678.222734911327,8707.282323013118
71,8670.229174413616,8703.680913226595
72,8668.660075130507,8701.809188528807
73,8671.602458613415,8697.00795315715
74,8669.141184568078,8701.189183867027
75,8672.99172648205,8703.28462979038
76,8670.733375643593,8696.661168981482
77,8672.179223576944,8696.936426986882
78,8671.844557172482,8698.403239936986
79,8666.577205645737,8698.857610757459
80,8668.403779319222,8699.583803530093
81,8668.113883277318,8700.632788387345
82,8668.812174404677,8699.326963573816
83,8666.448969804776,8693.90261702675
84,8662.466849613844,8695.17580938143
85,8663.680209972112,8692.08415316358
86,8663.09416878218,8689.86146878215
87,8667.324417191076,8696.832015174898
88,8660.831545873856,8693.634713380916
89,8659.296234982838,8696.555619855968
90,8663.572636584668,8689.803578317902
91,8661.895651280034,8688.537969393004
92,8656.574014498712,8688.96955777392
93,8657.754527942649,8687.6982421875
94,8659.809539473685,8692.63518759645
95,8655.535127198942,8689.131956500773
96,8660.03127838065,8690.43499228395
97,8660.96212993421,8683.650679976852
98,8653.837798555493,8685.04185153035
99,8651.380145612844,8684.858884709362
