,loss,val_loss
0,9334.33766119301,9966.428102118201
1,8782.293596848467,8801.204918769614
2,8719.916900641865,8721.90784355387
3,8674.755304422177,8671.109268763075
4,8648.33401436017,8652.43095825706
5,8627.941751306627,8617.942386898536
6,8608.584206992178,8615.177963192991
7,8595.1726273552,8604.944764971235
8,8585.118737415314,8595.593088062238
9,8573.001186458696,8575.502365814593
10,8566.370380466387,8577.869393959205
11,8561.158788403734,8553.82026551059
12,8551.80018745275,8556.656245913964
13,8548.489833664078,8544.192247973326
14,8544.242304033278,8547.12376601726
15,8539.820119640832,8550.136075199398
16,8536.277247547576,8529.641301238886
17,8532.133499660167,8530.931160515822
18,8527.025669577954,8528.333959858786
19,8527.288557976783,8533.428641474895
20,8519.786530343175,8522.75402474503
21,8516.070414722173,8523.765069299163
22,8511.383931264902,8525.570688415271
23,8513.434289087942,8514.845872695476
24,8510.961171929519,8516.048399091265
25,8505.890500516109,8517.074202405858
26,8503.324061555013,8501.562340644614
27,8502.9423719088,8505.853178527066
28,8498.427264153,8510.928253301518
29,8496.2436824425,8521.823793802301
30,8495.742397169037,8495.329318122385
31,8494.2566478487,8504.239249640428
32,8492.390126837274,8502.79350402066
33,8490.585090873241,8499.184513108003
34,8486.953799439187,8494.534776248693
35,8487.342628509174,8499.915848097542
36,8485.526247246817,8495.69673035434
37,8483.395171387969,8493.816142700705
38,8484.262896576602,8493.236961460512
39,8482.327685898974,8492.272898143305
40,8480.055694956312,8488.872948810147
41,8479.345971174256,8490.9718635591
42,8476.192298649577,8485.011761653373
43,8474.97828619301,8486.689579792102
44,8474.609273459308,8481.285389154027
45,8474.898146621126,8501.62891646509
46,8472.78024481529,8486.331675764906
47,8471.65159661949,8477.898817501307
48,8470.356036878125,8482.771059427301
49,8469.305733573578,8487.516993821915
50,8469.141196989853,8479.41537003138
51,8468.933657127747,8474.859738657166
52,8465.757352386638,8472.592013434885
53,8462.939028335079,8479.564800438024
54,8461.150927404993,8474.410385067991
55,8461.92964002348,8478.171149728687
56,8461.443657182266,8476.20565834205
57,8460.375044750595,8476.974229373693
58,8462.289660158976,8487.486704040271
59,8461.44570730475,8497.566332701359
60,8459.70573666296,8479.141836509545
61,8457.562427308676,8476.755710234702
62,8455.627879257894,8469.570878415925
63,8453.040694874535,8473.33811331394
64,8455.318920233993,8475.004425176518
65,8453.737712213233,8468.303717066554
66,8454.579539754885,8472.50239441684
67,8451.866399480621,8471.874264513599
68,8450.557774836809,8475.368204922856
69,8449.139709770805,8469.477406266344
70,8449.200910413396,8466.770491468358
71,8450.251336384552,8466.530759675732
72,8447.80616904004,8471.197982724241
73,8446.802330710994,8469.546151771705
74,8445.761191283584,8465.093102363364
75,8445.715158367135,8470.859601774973
76,8445.18299359226,8469.902597084205
77,8442.757377715021,8466.625116452014
78,8442.106209065698,8462.77606277785
79,8442.454085434112,8466.049753612055
80,8442.78511422533,8467.934482462735
81,8440.35879256077,8464.730709826099
82,8440.714421799583,8467.354596381407
83,8440.813245313228,8465.430856106172
84,8440.389344156163,8466.422013925208
85,8439.96181479341,8467.850071097018
86,8436.807685789936,8462.429593521181
87,8436.70000654222,8468.761483802955
88,8437.793638191659,8464.978995734178
89,8436.607826447647,8462.775562238494
90,8433.555338314507,8462.177801794587
91,8435.007595334671,8459.43597999477
92,8436.40669659732,8467.076956393828
93,8432.713471928428,8460.613160711951
94,8432.330147181758,8459.373087735356
95,8432.769523299386,8456.884189493985
96,8432.723141237424,8457.76105476922
97,8431.544184739547,8456.962183740847
98,8429.4337588956,8458.692156037527
99,8430.778206050825,8457.3291934983
