,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8181818127632141,"{'Basal': {'precision': 0.9032258064516129, 'recall': 1.0, 'f1-score': 0.9491525423728813, 'support': 28}, 'Her2': {'precision': 0.5454545454545454, 'recall': 0.46153846153846156, 'f1-score': 0.4999999999999999, 'support': 13}, 'LumA': {'precision': 0.8902439024390244, 'recall': 0.8795180722891566, 'f1-score': 0.8848484848484849, 'support': 83}, 'LumB': {'precision': 0.7, 'recall': 0.7777777777777778, 'f1-score': 0.7368421052631577, 'support': 36}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.8181818181818182, 'recall': 0.8181818181818182, 'f1-score': 0.8181818181818182, 'support': 165}, 'macro avg': {'precision': 0.6077848508690366, 'recall': 0.6237668623210791, 'f1-score': 0.6141686264969047, 'support': 165}, 'weighted avg': {'precision': 0.7967968216605653, 'recall': 0.8181818181818182, 'f1-score': 0.8063334013232643, 'support': 165}}",0.8605689,50,50,100,0.001,0.4
1,2,0.8404908180236816,"{'Basal': {'precision': 1.0, 'recall': 0.9259259259259259, 'f1-score': 0.9615384615384615, 'support': 27}, 'Her2': {'precision': 0.7058823529411765, 'recall': 0.9230769230769231, 'f1-score': 0.8000000000000002, 'support': 13}, 'LumA': {'precision': 0.8229166666666666, 'recall': 0.9518072289156626, 'f1-score': 0.88268156424581, 'support': 83}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5142857142857142, 'f1-score': 0.6315789473684209, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.6, 'f1-score': 0.7499999999999999, 'support': 5}, 'micro avg': {'precision': 0.8404907975460123, 'recall': 0.8404907975460123, 'f1-score': 0.8404907975460123, 'support': 163}, 'macro avg': {'precision': 0.8693961675579324, 'recall': 0.7830191584408451, 'f1-score': 0.8051597946305383, 'support': 163}, 'weighted avg': {'precision': 0.8473307825640015, 'recall': 0.8404907975460123, 'f1-score': 0.8311617880480701, 'support': 163}}",0.8605689,50,50,100,0.001,0.4
2,3,0.8773006200790405,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 27}, 'Her2': {'precision': 0.8, 'recall': 0.6153846153846154, 'f1-score': 0.6956521739130435, 'support': 13}, 'LumA': {'precision': 0.8863636363636364, 'recall': 0.9397590361445783, 'f1-score': 0.912280701754386, 'support': 83}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.8, 'f1-score': 0.7887323943661971, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.4, 'f1-score': 0.5714285714285715, 'support': 5}, 'micro avg': {'precision': 0.8773006134969326, 'recall': 0.8773006134969326, 'f1-score': 0.8773006134969326, 'support': 163}, 'macro avg': {'precision': 0.8928282828282829, 'recall': 0.7510287303058388, 'f1-score': 0.7936187682924396, 'support': 163}, 'weighted avg': {'precision': 0.8784687364441967, 'recall': 0.8773006134969326, 'f1-score': 0.8725494059291005, 'support': 163}}",0.8605689,50,50,100,0.001,0.4
3,4,0.8773006200790405,"{'Basal': {'precision': 1.0, 'recall': 0.9629629629629629, 'f1-score': 0.9811320754716981, 'support': 27}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.963855421686747, 'f1-score': 0.903954802259887, 'support': 83}, 'LumB': {'precision': 0.8620689655172413, 'recall': 0.7142857142857143, 'f1-score': 0.7812500000000001, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.8773006134969326, 'recall': 0.8773006134969326, 'f1-score': 0.8773006134969326, 'support': 163}, 'macro avg': {'precision': 0.7140551304894664, 'recall': 0.7128362044024695, 'f1-score': 0.7110451533240949, 'support': 163}, 'weighted avg': {'precision': 0.8524758822595154, 'recall': 0.8773006134969326, 'f1-score': 0.8614608600052884, 'support': 163}}",0.8605689,50,50,100,0.001,0.4
4,5,0.8895705342292786,"{'Basal': {'precision': 0.9615384615384616, 'recall': 0.9259259259259259, 'f1-score': 0.9433962264150944, 'support': 27}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'LumA': {'precision': 0.896551724137931, 'recall': 0.9397590361445783, 'f1-score': 0.9176470588235294, 'support': 83}, 'LumB': {'precision': 0.8709677419354839, 'recall': 0.7714285714285715, 'f1-score': 0.8181818181818182, 'support': 35}, 'Normal': {'precision': 0.6, 'recall': 0.6, 'f1-score': 0.6, 'support': 5}, 'micro avg': {'precision': 0.8895705521472392, 'recall': 0.8895705521472392, 'f1-score': 0.8895705521472392, 'support': 163}, 'macro avg': {'precision': 0.8372401569509467, 'recall': 0.8320380913151997, 'f1-score': 0.8336227984618662, 'support': 163}, 'weighted avg': {'precision': 0.8895831881937781, 'recall': 0.8895705521472392, 'f1-score': 0.888517320168587, 'support': 163}}",0.8605689,50,50,100,0.001,0.4
