,0,1,2,3,4
0,129.0,3.0,1.0,0.0,3.0
1,3.0,32.0,16.0,14.0,0.0
2,0.0,3.0,393.0,15.0,4.0
3,0.0,2.0,78.0,96.0,0.0
4,5.0,2.0,11.0,0.0,7.0
