,0,1,2,3,4
0,109.0,3.0,12.0,12.0,0.0
1,0.0,28.0,18.0,18.0,1.0
2,0.0,2.0,396.0,15.0,2.0
3,0.0,3.0,71.0,102.0,0.0
4,4.0,0.0,17.0,0.0,4.0
