,0,1,2,3,4
0,116.0,9.0,8.0,1.0,2.0
1,0.0,43.0,14.0,8.0,0.0
2,0.0,1.0,397.0,15.0,2.0
3,0.0,4.0,95.0,77.0,0.0
4,2.0,1.0,16.0,0.0,6.0
