,0,1,2,3,4
0,116.0,3.0,17.0,0.0,0.0
1,8.0,20.0,22.0,15.0,0.0
2,0.0,0.0,402.0,13.0,0.0
3,4.0,0.0,96.0,76.0,0.0
4,3.0,1.0,20.0,0.0,1.0
