,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7743902206420898,0.772056,100,20,200,100,0.01,0,0
1,2,0.7791411280632019,0.772056,100,20,200,100,0.01,0,0
2,3,0.7484662532806396,0.772056,100,20,200,100,0.01,0,0
3,4,0.7791411280632019,0.772056,100,20,200,100,0.01,0,0
4,5,0.7791411280632019,0.772056,100,20,200,100,0.01,0,0
