,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8048780560493469,0.7756995,100,20,200,100,0.01,0.6,0.8
1,2,0.7668711543083191,0.7756995,100,20,200,100,0.01,0.6,0.8
2,3,0.7423312664031982,0.7756995,100,20,200,100,0.01,0.6,0.8
3,4,0.8098159432411194,0.7756995,100,20,200,100,0.01,0.6,0.8
4,5,0.754601240158081,0.7756995,100,20,200,100,0.01,0.6,0.8
