,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8170731663703918,0.7818195,300,100,200,100,0.001,0.2,0.4
1,2,0.7730061411857605,0.7818195,300,100,200,100,0.001,0.2,0.4
2,3,0.7116564512252808,0.7818195,300,100,200,100,0.001,0.2,0.4
3,4,0.8098159432411194,0.7818195,300,100,200,100,0.001,0.2,0.4
4,5,0.7975460290908813,0.7818195,300,100,200,100,0.001,0.2,0.4
