,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.19512194395065308,0.60712254,300,100,200,100,0.01,0.6,0
1,2,0.7423312664031982,0.60712254,300,100,200,100,0.01,0.6,0
2,3,0.6809815764427185,0.60712254,300,100,200,100,0.01,0.6,0
3,4,0.7177914381027222,0.60712254,300,100,200,100,0.01,0.6,0
4,5,0.699386477470398,0.60712254,300,100,200,100,0.01,0.6,0
