,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7439024448394775,0.7414185,100,20,200,100,0.01,0,0.4
1,2,0.6809815764427185,0.7414185,100,20,200,100,0.01,0,0.4
2,3,0.7423312664031982,0.7414185,100,20,200,100,0.01,0,0.4
3,4,0.7914110422134399,0.7414185,100,20,200,100,0.01,0,0.4
4,5,0.7484662532806396,0.7414185,100,20,200,100,0.01,0,0.4
