,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8231707215309143,0.7818121,300,100,200,100,0.01,0,0
1,2,0.803680956363678,0.7818121,300,100,200,100,0.01,0,0
2,3,0.7607361674308777,0.7818121,300,100,200,100,0.01,0,0
3,4,0.7975460290908813,0.7818121,300,100,200,100,0.01,0,0
4,5,0.7239263653755188,0.7818121,300,100,200,100,0.01,0,0
