,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7012194991111755,0.724293,100,20,200,100,0.01,0.2,0
1,2,0.7239263653755188,0.724293,100,20,200,100,0.01,0.2,0
2,3,0.7239263653755188,0.724293,100,20,200,100,0.01,0.2,0
3,4,0.7791411280632019,0.724293,100,20,200,100,0.01,0.2,0
4,5,0.6932515501976013,0.724293,100,20,200,100,0.01,0.2,0
