,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.511904776096344,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5394736842105263, 'recall': 0.9761904761904762, 'f1-score': 0.6949152542372882, 'support': 42}, 'LumB': {'precision': 0.25, 'recall': 0.1111111111111111, 'f1-score': 0.15384615384615383, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5119047619047619, 'recall': 0.5119047619047619, 'f1-score': 0.5119047619047619, 'support': 84}, 'macro avg': {'precision': 0.15789473684210525, 'recall': 0.21746031746031744, 'f1-score': 0.1697522816166884, 'support': 84}, 'weighted avg': {'precision': 0.32330827067669177, 'recall': 0.5119047619047619, 'f1-score': 0.38042466008567705, 'support': 84}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.6071428656578064,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7142857142857143, 'recall': 0.9523809523809523, 'f1-score': 0.8163265306122449, 'support': 42}, 'LumB': {'precision': 0.39285714285714285, 'recall': 0.6111111111111112, 'f1-score': 0.4782608695652174, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 84}, 'macro avg': {'precision': 0.22142857142857145, 'recall': 0.3126984126984127, 'f1-score': 0.2589174800354924, 'support': 84}, 'weighted avg': {'precision': 0.44132653061224486, 'recall': 0.6071428571428571, 'f1-score': 0.5106477373558119, 'support': 84}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.523809552192688,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6119402985074627, 'recall': 0.9761904761904762, 'f1-score': 0.7522935779816514, 'support': 42}, 'LumB': {'precision': 0.17647058823529413, 'recall': 0.16666666666666666, 'f1-score': 0.17142857142857143, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5238095238095238, 'recall': 0.5238095238095238, 'f1-score': 0.5238095238095238, 'support': 84}, 'macro avg': {'precision': 0.15768217734855136, 'recall': 0.22857142857142856, 'f1-score': 0.18474442988204456, 'support': 84}, 'weighted avg': {'precision': 0.3437852753041515, 'recall': 0.5238095238095238, 'f1-score': 0.4128814828683767, 'support': 84}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5952380895614624,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5833333333333334, 'recall': 1.0, 'f1-score': 0.7368421052631579, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5952380952380952, 'support': 84}, 'macro avg': {'precision': 0.25, 'recall': 0.3142857142857143, 'f1-score': 0.2704453441295546, 'support': 84}, 'weighted avg': {'precision': 0.40277777777777773, 'recall': 0.5952380952380952, 'f1-score': 0.47098515519568146, 'support': 84}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.1, 'recall': 0.2, 'f1-score': 0.13333333333333333, 'support': 84}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 84}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.574999988079071,"{'Basal': {'precision': 0.375, 'recall': 0.23076923076923078, 'f1-score': 0.2857142857142857, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6779661016949152, 'recall': 0.975609756097561, 'f1-score': 0.7999999999999999, 'support': 41}, 'LumB': {'precision': 0.23076923076923078, 'recall': 0.16666666666666666, 'f1-score': 0.1935483870967742, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.575, 'recall': 0.575, 'f1-score': 0.575, 'support': 80}, 'macro avg': {'precision': 0.2567470664928292, 'recall': 0.2746091307066917, 'f1-score': 0.25585253456221196, 'support': 80}, 'weighted avg': {'precision': 0.46031820404172097, 'recall': 0.575, 'f1-score': 0.4999769585253456, 'support': 80}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.5443037748336792,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.15384615384615385, 'f1-score': 0.25, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5394736842105263, 'recall': 1.0, 'f1-score': 0.7008547008547009, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5443037974683544, 'recall': 0.5443037974683544, 'f1-score': 0.5443037974683544, 'support': 79}, 'macro avg': {'precision': 0.24122807017543862, 'recall': 0.23076923076923075, 'f1-score': 0.1901709401709402, 'support': 79}, 'weighted avg': {'precision': 0.38968465467466135, 'recall': 0.5443037974683544, 'f1-score': 0.40487395867142706, 'support': 79}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6455696225166321,"{'Basal': {'precision': 0.625, 'recall': 0.7692307692307693, 'f1-score': 0.6896551724137931, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6507936507936508, 'recall': 1.0, 'f1-score': 0.7884615384615385, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.25515873015873014, 'recall': 0.3538461538461538, 'f1-score': 0.29562334217506636, 'support': 79}, 'weighted avg': {'precision': 0.44060176813341373, 'recall': 0.6455696202531646, 'f1-score': 0.5226891179531948, 'support': 79}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.5189873576164246,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5189873417721519, 'recall': 1.0, 'f1-score': 0.6833333333333332, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5189873417721519, 'recall': 0.5189873417721519, 'f1-score': 0.5189873417721519, 'support': 79}, 'macro avg': {'precision': 0.10379746835443038, 'recall': 0.2, 'f1-score': 0.13666666666666666, 'support': 79}, 'weighted avg': {'precision': 0.2693478609197244, 'recall': 0.5189873417721519, 'f1-score': 0.35464135021097043, 'support': 79}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6455696225166321,"{'Basal': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6029411764705882, 'recall': 1.0, 'f1-score': 0.7522935779816513, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.30240641711229943, 'recall': 0.3538461538461538, 'f1-score': 0.3171253822629969, 'support': 79}, 'weighted avg': {'precision': 0.4625160766262777, 'recall': 0.6455696202531646, 'f1-score': 0.527561645956722, 'support': 79}}",0.56675255,100,20,256,100,0.01,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
