,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.5,"{'Basal': {'precision': 1.0, 'recall': 0.07142857142857142, 'f1-score': 0.13333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 0.9761904761904762, 'f1-score': 0.6612903225806451, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.3, 'recall': 0.20952380952380953, 'f1-score': 0.15892473118279568, 'support': 84}, 'weighted avg': {'precision': 0.4166666666666667, 'recall': 0.5, 'f1-score': 0.3528673835125448, 'support': 84}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.511904776096344,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5185185185185185, 'recall': 1.0, 'f1-score': 0.6829268292682926, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.05555555555555555, 'f1-score': 0.09999999999999999, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5119047619047619, 'recall': 0.5119047619047619, 'f1-score': 0.5119047619047619, 'support': 84}, 'macro avg': {'precision': 0.20370370370370372, 'recall': 0.2111111111111111, 'f1-score': 0.1565853658536585, 'support': 84}, 'weighted avg': {'precision': 0.3664021164021164, 'recall': 0.5119047619047619, 'f1-score': 0.3628919860627177, 'support': 84}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.523809552192688,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6551724137931034, 'recall': 0.9047619047619048, 'f1-score': 0.7599999999999999, 'support': 42}, 'LumB': {'precision': 0.23076923076923078, 'recall': 0.3333333333333333, 'f1-score': 0.27272727272727276, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5238095238095238, 'recall': 0.5238095238095238, 'f1-score': 0.5238095238095238, 'support': 84}, 'macro avg': {'precision': 0.17718832891246686, 'recall': 0.24761904761904763, 'f1-score': 0.20654545454545453, 'support': 84}, 'weighted avg': {'precision': 0.37703675634710115, 'recall': 0.5238095238095238, 'f1-score': 0.4384415584415584, 'support': 84}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.1, 'recall': 0.2, 'f1-score': 0.13333333333333333, 'support': 84}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 84}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5357142686843872,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5466666666666666, 'recall': 0.9761904761904762, 'f1-score': 0.7008547008547009, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5357142857142857, 'recall': 0.5357142857142857, 'f1-score': 0.5357142857142857, 'support': 84}, 'macro avg': {'precision': 0.24266666666666667, 'recall': 0.2523809523809524, 'f1-score': 0.2201709401709402, 'support': 84}, 'weighted avg': {'precision': 0.3844444444444444, 'recall': 0.5357142857142857, 'f1-score': 0.4170940170940171, 'support': 84}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.5625,"{'Basal': {'precision': 0.42857142857142855, 'recall': 0.46153846153846156, 'f1-score': 0.4444444444444445, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.609375, 'recall': 0.9512195121951219, 'f1-score': 0.7428571428571428, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5625, 'recall': 0.5625, 'f1-score': 0.5625, 'support': 80}, 'macro avg': {'precision': 0.20758928571428573, 'recall': 0.2825515947467167, 'f1-score': 0.23746031746031745, 'support': 80}, 'weighted avg': {'precision': 0.38194754464285713, 'recall': 0.5625, 'f1-score': 0.45293650793650786, 'support': 80}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7088607549667358,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7906976744186046, 'recall': 0.8292682926829268, 'f1-score': 0.8095238095238095, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.5882352941176471, 'f1-score': 0.5405405405405405, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.40813953488372096, 'recall': 0.46811610197549947, 'f1-score': 0.43553011139218034, 'support': 79}, 'weighted avg': {'precision': 0.6413747424197821, 'recall': 0.7088607594936709, 'f1-score': 0.6726365325230449, 'support': 79}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6835442781448364,"{'Basal': {'precision': 0.65, 'recall': 1.0, 'f1-score': 0.787878787878788, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6949152542372882, 'recall': 1.0, 'f1-score': 0.8200000000000001, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.26898305084745766, 'recall': 0.4, 'f1-score': 0.32157575757575757, 'support': 79}, 'weighted avg': {'precision': 0.46761424586998507, 'recall': 0.6835443037974683, 'f1-score': 0.5552205600306866, 'support': 79}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6962025165557861,"{'Basal': {'precision': 0.7333333333333333, 'recall': 0.8461538461538461, 'f1-score': 0.7857142857142856, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6721311475409836, 'recall': 1.0, 'f1-score': 0.8039215686274509, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.17647058823529413, 'f1-score': 0.3, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.48109289617486334, 'recall': 0.40452488687782806, 'f1-score': 0.37792717086834726, 'support': 79}, 'weighted avg': {'precision': 0.6846925364875147, 'recall': 0.6962025316455697, 'f1-score': 0.6110768357976102, 'support': 79}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6835442781448364,"{'Basal': {'precision': 0.5882352941176471, 'recall': 0.7692307692307693, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7142857142857143, 'recall': 0.975609756097561, 'f1-score': 0.8247422680412371, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.23529411764705882, 'f1-score': 0.3478260869565218, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.39383753501400565, 'recall': 0.3960269285950778, 'f1-score': 0.3678470043328851, 'support': 79}, 'weighted avg': {'precision': 0.6109633726908484, 'recall': 0.6835443037974683, 'f1-score': 0.6125840903116234, 'support': 79}}",0.590608,100,20,256,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
