,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.75,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7192982456140351, 'recall': 0.9761904761904762, 'f1-score': 0.8282828282828282, 'support': 42}, 'LumB': {'precision': 0.7, 'recall': 0.3888888888888889, 'f1-score': 0.5, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 84}, 'macro avg': {'precision': 0.6571929824561403, 'recall': 0.5158730158730159, 'f1-score': 0.5338557993730407, 'support': 84}, 'weighted avg': {'precision': 0.7374269005847953, 'recall': 0.75, 'f1-score': 0.7077465956776301, 'support': 84}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8452380895614624,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 42}, 'LumB': {'precision': 0.6956521739130435, 'recall': 0.8888888888888888, 'f1-score': 0.7804878048780488, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.712463768115942, 'recall': 0.6206349206349207, 'f1-score': 0.6242967946920848, 'support': 84}, 'weighted avg': {'precision': 0.8324016563146999, 'recall': 0.8452380952380952, 'f1-score': 0.8192269525322511, 'support': 84}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.7857142686843872,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 7}, 'LumA': {'precision': 0.7647058823529411, 'recall': 0.9285714285714286, 'f1-score': 0.8387096774193549, 'support': 42}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.3888888888888889, 'f1-score': 0.4827586206896552, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.7659281894576012, 'recall': 0.6873015873015873, 'f1-score': 0.7146233299514724, 'support': 84}, 'weighted avg': {'precision': 0.7746689584924878, 'recall': 0.7857142857142857, 'f1-score': 0.7687738105424424, 'support': 84}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6904761791229248,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.6862745098039216, 'recall': 0.8333333333333334, 'f1-score': 0.7526881720430109, 'support': 42}, 'LumB': {'precision': 0.4375, 'recall': 0.3888888888888889, 'f1-score': 0.411764705882353, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6904761904761905, 'recall': 0.6904761904761905, 'f1-score': 0.6904761904761905, 'support': 84}, 'macro avg': {'precision': 0.5747549019607844, 'recall': 0.5158730158730159, 'f1-score': 0.5345740772685744, 'support': 84}, 'weighted avg': {'precision': 0.6660539215686275, 'recall': 0.6904761904761905, 'f1-score': 0.6705277527541919, 'support': 84}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.6904761791229248,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.6909090909090909, 'recall': 0.9047619047619048, 'f1-score': 0.7835051546391754, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6904761904761905, 'recall': 0.6904761904761905, 'f1-score': 0.6904761904761905, 'support': 84}, 'macro avg': {'precision': 0.6096103896103896, 'recall': 0.47619047619047616, 'f1-score': 0.4970184912452954, 'support': 84}, 'weighted avg': {'precision': 0.6787878787878787, 'recall': 0.6904761904761905, 'f1-score': 0.6573610429280533, 'support': 84}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.762499988079071,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.8536585365853658, 'recall': 0.8536585365853658, 'f1-score': 0.8536585365853658, 'support': 41}, 'LumB': {'precision': 0.55, 'recall': 0.6111111111111112, 'f1-score': 0.5789473684210527, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7625, 'recall': 0.7625, 'f1-score': 0.7625, 'support': 80}, 'macro avg': {'precision': 0.6336728837876613, 'recall': 0.559620596205962, 'f1-score': 0.559854514334617, 'support': 80}, 'weighted avg': {'precision': 0.7605147058823529, 'recall': 0.7625, 'f1-score': 0.7460964912280701, 'support': 80}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7848101258277893,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.5714285714285714, 'recall': 0.6666666666666666, 'f1-score': 0.6153846153846153, 'support': 6}, 'LumA': {'precision': 0.7916666666666666, 'recall': 0.926829268292683, 'f1-score': 0.8539325842696629, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.47058823529411764, 'f1-score': 0.5925925925925927, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6040476190476189, 'recall': 0.5974322186660781, 'f1-score': 0.5901597362271519, 'support': 79}, 'weighted avg': {'precision': 0.7674653405666063, 'recall': 0.7848101265822784, 'f1-score': 0.7637110541391583, 'support': 79}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8101266026496887,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.78, 'recall': 0.9512195121951219, 'f1-score': 0.8571428571428571, 'support': 41}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5294117647058824, 'f1-score': 0.6428571428571428, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.692969696969697, 'recall': 0.5961262553802008, 'f1-score': 0.6190476190476191, 'support': 79}, 'weighted avg': {'precision': 0.799439969313387, 'recall': 0.810126582278481, 'f1-score': 0.7866184448462928, 'support': 79}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.746835470199585,"{'Basal': {'precision': 0.8461538461538461, 'recall': 0.8461538461538461, 'f1-score': 0.8461538461538461, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.74, 'recall': 0.9024390243902439, 'f1-score': 0.8131868131868132, 'support': 41}, 'LumB': {'precision': 0.6153846153846154, 'recall': 0.47058823529411764, 'f1-score': 0.5333333333333333, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.6403076923076922, 'recall': 0.5438362211676415, 'f1-score': 0.5718681318681318, 'support': 79}, 'weighted avg': {'precision': 0.7316650438169425, 'recall': 0.7468354430379747, 'f1-score': 0.7266750127509621, 'support': 79}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8043478260869565, 'recall': 0.9024390243902439, 'f1-score': 0.8505747126436782, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.5882352941176471, 'f1-score': 0.625, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.6799171842650102, 'recall': 0.6314681970349115, 'f1-score': 0.6477075351213283, 'support': 79}, 'weighted avg': {'precision': 0.789658516130723, 'recall': 0.810126582278481, 'f1-score': 0.7951529333785992, 'support': 79}}",0.76763046,100,20,256,100,0.01,0.8,0,True,False,False,categorical_crossentropy,binary_crossentropy
