,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.761904776096344,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7192982456140351, 'recall': 0.9761904761904762, 'f1-score': 0.8282828282828282, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5555555555555556, 'f1-score': 0.6666666666666667, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.48385964912280705, 'recall': 0.4920634920634921, 'f1-score': 0.47830024381748526, 'support': 84}, 'weighted avg': {'precision': 0.6826649958228905, 'recall': 0.7619047619047619, 'f1-score': 0.7064238443548787, 'support': 84}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5833333134651184,"{'Basal': {'precision': 0.5, 'recall': 0.07142857142857142, 'f1-score': 0.125, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6029411764705882, 'recall': 0.9761904761904762, 'f1-score': 0.7454545454545454, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.3888888888888889, 'f1-score': 0.43750000000000006, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5833333333333334, 'recall': 0.5833333333333334, 'f1-score': 0.5833333333333334, 'support': 84}, 'macro avg': {'precision': 0.3205882352941177, 'recall': 0.2873015873015873, 'f1-score': 0.2615909090909091, 'support': 84}, 'weighted avg': {'precision': 0.49194677871148457, 'recall': 0.5833333333333334, 'f1-score': 0.487310606060606, 'support': 84}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6190476417541504,"{'Basal': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.14285714285714285, 'recall': 0.14285714285714285, 'f1-score': 0.14285714285714285, 'support': 7}, 'LumA': {'precision': 0.6909090909090909, 'recall': 0.9047619047619048, 'f1-score': 0.7835051546391754, 'support': 42}, 'LumB': {'precision': 0.4166666666666667, 'recall': 0.2777777777777778, 'f1-score': 0.33333333333333337, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.4100865800865801, 'recall': 0.37936507936507935, 'f1-score': 0.3852724594992637, 'support': 84}, 'weighted avg': {'precision': 0.579978354978355, 'recall': 0.6190476190476191, 'f1-score': 0.5861970217640321, 'support': 84}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5714285969734192,"{'Basal': {'precision': 0.8333333333333334, 'recall': 0.35714285714285715, 'f1-score': 0.5, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6491228070175439, 'recall': 0.8809523809523809, 'f1-score': 0.7474747474747475, 'support': 42}, 'LumB': {'precision': 0.3, 'recall': 0.3333333333333333, 'f1-score': 0.3157894736842105, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5714285714285714, 'recall': 0.5714285714285714, 'f1-score': 0.5714285714285714, 'support': 84}, 'macro avg': {'precision': 0.3564912280701754, 'recall': 0.3142857142857143, 'f1-score': 0.3126528442317916, 'support': 84}, 'weighted avg': {'precision': 0.5277360066833751, 'recall': 0.5714285714285714, 'f1-score': 0.5247398800030378, 'support': 84}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.511904776096344,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5694444444444444, 'recall': 0.9761904761904762, 'f1-score': 0.7192982456140351, 'support': 42}, 'LumB': {'precision': 0.16666666666666666, 'recall': 0.1111111111111111, 'f1-score': 0.13333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5119047619047619, 'recall': 0.5119047619047619, 'f1-score': 0.5119047619047619, 'support': 84}, 'macro avg': {'precision': 0.1472222222222222, 'recall': 0.21746031746031744, 'f1-score': 0.1705263157894737, 'support': 84}, 'weighted avg': {'precision': 0.3204365079365079, 'recall': 0.5119047619047619, 'f1-score': 0.3882205513784461, 'support': 84}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.699999988079071,"{'Basal': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.2777777777777778, 'f1-score': 0.4347826086956522, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7, 'recall': 0.7, 'f1-score': 0.7, 'support': 80}, 'macro avg': {'precision': 0.46170212765957447, 'recall': 0.4409214092140921, 'f1-score': 0.3930171277997365, 'support': 80}, 'weighted avg': {'precision': 0.7206117021276596, 'recall': 0.7, 'f1-score': 0.6487730566534914, 'support': 80}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.5569620132446289,"{'Basal': {'precision': 0.75, 'recall': 0.23076923076923078, 'f1-score': 0.3529411764705882, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5466666666666666, 'recall': 1.0, 'f1-score': 0.7068965517241379, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5569620253164557, 'recall': 0.5569620253164557, 'f1-score': 0.5569620253164557, 'support': 79}, 'macro avg': {'precision': 0.2593333333333333, 'recall': 0.24615384615384617, 'f1-score': 0.21196754563894524, 'support': 79}, 'weighted avg': {'precision': 0.4071308016877636, 'recall': 0.5569620253164557, 'f1-score': 0.4249492900608519, 'support': 79}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6835442781448364,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.723404255319149, 'recall': 0.8292682926829268, 'f1-score': 0.7727272727272727, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.4117647058823529, 'f1-score': 0.45161290322580644, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.397622027534418, 'recall': 0.4482065997130559, 'f1-score': 0.4182013685239491, 'support': 79}, 'weighted avg': {'precision': 0.608870265046498, 'recall': 0.6835443037974683, 'f1-score': 0.6408342304218172, 'support': 79}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7088607549667358,"{'Basal': {'precision': 0.7333333333333333, 'recall': 0.8461538461538461, 'f1-score': 0.7857142857142856, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7659574468085106, 'recall': 0.8780487804878049, 'f1-score': 0.8181818181818182, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.44985815602836876, 'recall': 0.45072287826950663, 'f1-score': 0.4449171518137035, 'support': 79}, 'weighted avg': {'precision': 0.6795897297782566, 'recall': 0.7088607594936709, 'f1-score': 0.6874868911097632, 'support': 79}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6835442781448364,"{'Basal': {'precision': 0.6842105263157895, 'recall': 1.0, 'f1-score': 0.8125000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6833333333333333, 'recall': 1.0, 'f1-score': 0.8118811881188119, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.2735087719298246, 'recall': 0.4, 'f1-score': 0.32487623762376244, 'support': 79}, 'weighted avg': {'precision': 0.46723295580723956, 'recall': 0.6835443037974683, 'f1-score': 0.5550585913021682, 'support': 79}}",0.63805306,100,20,256,100,0.01,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
