,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.5833333134651184,"{'Basal': {'precision': 1.0, 'recall': 0.35714285714285715, 'f1-score': 0.5263157894736842, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.1111111111111111, 'f1-score': 0.19999999999999998, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5833333333333334, 'recall': 0.5833333333333334, 'f1-score': 0.5833333333333334, 'support': 84}, 'macro avg': {'precision': 0.509090909090909, 'recall': 0.29365079365079366, 'f1-score': 0.2864396284829721, 'support': 84}, 'weighted avg': {'precision': 0.6536796536796536, 'recall': 0.5833333333333334, 'f1-score': 0.4835176175733451, 'support': 84}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5595238208770752,"{'Basal': {'precision': 0.8, 'recall': 0.2857142857142857, 'f1-score': 0.4210526315789473, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5384615384615384, 'recall': 1.0, 'f1-score': 0.7000000000000001, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.05555555555555555, 'f1-score': 0.10526315789473684, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5595238095238095, 'recall': 0.5595238095238095, 'f1-score': 0.5595238095238095, 'support': 84}, 'macro avg': {'precision': 0.46769230769230774, 'recall': 0.26825396825396824, 'f1-score': 0.24526315789473685, 'support': 84}, 'weighted avg': {'precision': 0.6168498168498169, 'recall': 0.5595238095238095, 'f1-score': 0.4427318295739348, 'support': 84}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5357142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.07142857142857142, 'f1-score': 0.13333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6176470588235294, 'recall': 1.0, 'f1-score': 0.7636363636363637, 'support': 42}, 'LumB': {'precision': 0.18181818181818182, 'recall': 0.1111111111111111, 'f1-score': 0.13793103448275862, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5357142857142857, 'recall': 0.5357142857142857, 'f1-score': 0.5357142857142857, 'support': 84}, 'macro avg': {'precision': 0.3598930481283423, 'recall': 0.2365079365079365, 'f1-score': 0.20698014629049113, 'support': 84}, 'weighted avg': {'precision': 0.5144512350394703, 'recall': 0.5357142857142857, 'f1-score': 0.4335970542867096, 'support': 84}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5595238208770752,"{'Basal': {'precision': 0.5, 'recall': 0.21428571428571427, 'f1-score': 0.3, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5915492957746479, 'recall': 1.0, 'f1-score': 0.743362831858407, 'support': 42}, 'LumB': {'precision': 0.2857142857142857, 'recall': 0.1111111111111111, 'f1-score': 0.16, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5595238095238095, 'recall': 0.5595238095238095, 'f1-score': 0.5595238095238095, 'support': 84}, 'macro avg': {'precision': 0.2754527162977867, 'recall': 0.2650793650793651, 'f1-score': 0.24067256637168138, 'support': 84}, 'weighted avg': {'precision': 0.44033247101657563, 'recall': 0.5595238095238095, 'f1-score': 0.4559671302149178, 'support': 84}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.1, 'recall': 0.2, 'f1-score': 0.13333333333333333, 'support': 84}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 84}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.5625,"{'Basal': {'precision': 1.0, 'recall': 0.07692307692307693, 'f1-score': 0.14285714285714288, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5882352941176471, 'recall': 0.975609756097561, 'f1-score': 0.7339449541284403, 'support': 41}, 'LumB': {'precision': 0.36363636363636365, 'recall': 0.2222222222222222, 'f1-score': 0.27586206896551724, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5625, 'recall': 0.5625, 'f1-score': 0.5625, 'support': 80}, 'macro avg': {'precision': 0.3903743315508022, 'recall': 0.254951011048572, 'f1-score': 0.2305328331902201, 'support': 80}, 'weighted avg': {'precision': 0.5457887700534759, 'recall': 0.5625, 'f1-score': 0.46143004022235273, 'support': 80}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.607594907283783,"{'Basal': {'precision': 0.875, 'recall': 0.5384615384615384, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5774647887323944, 'recall': 1.0, 'f1-score': 0.7321428571428571, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6075949367088608, 'recall': 0.6075949367088608, 'f1-score': 0.6075949367088608, 'support': 79}, 'macro avg': {'precision': 0.2904929577464789, 'recall': 0.30769230769230765, 'f1-score': 0.27976190476190477, 'support': 79}, 'weighted avg': {'precision': 0.4436842574433945, 'recall': 0.6075949367088608, 'f1-score': 0.48967751657625075, 'support': 79}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.5443037748336792,"{'Basal': {'precision': 1.0, 'recall': 0.07692307692307693, 'f1-score': 0.14285714285714288, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5616438356164384, 'recall': 1.0, 'f1-score': 0.7192982456140351, 'support': 41}, 'LumB': {'precision': 0.2, 'recall': 0.058823529411764705, 'f1-score': 0.0909090909090909, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5443037974683544, 'recall': 0.5443037974683544, 'f1-score': 0.5443037974683544, 'support': 79}, 'macro avg': {'precision': 0.35232876712328765, 'recall': 0.22714932126696832, 'f1-score': 0.1906128958760538, 'support': 79}, 'weighted avg': {'precision': 0.49908097797815154, 'recall': 0.5443037974683544, 'f1-score': 0.41637753763003593, 'support': 79}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.594936728477478,"{'Basal': {'precision': 0.6, 'recall': 0.46153846153846156, 'f1-score': 0.5217391304347826, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5942028985507246, 'recall': 1.0, 'f1-score': 0.7454545454545455, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5949367088607594, 'recall': 0.5949367088607594, 'f1-score': 0.5949367088607594, 'support': 79}, 'macro avg': {'precision': 0.23884057971014494, 'recall': 0.2923076923076923, 'f1-score': 0.25343873517786564, 'support': 79}, 'weighted avg': {'precision': 0.4071179600073381, 'recall': 0.5949367088607594, 'f1-score': 0.47273727923150055, 'support': 79}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.594936728477478,"{'Basal': {'precision': 1.0, 'recall': 0.3076923076923077, 'f1-score': 0.47058823529411764, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5942028985507246, 'recall': 1.0, 'f1-score': 0.7454545454545455, 'support': 41}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.11764705882352941, 'f1-score': 0.1739130434782609, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5949367088607594, 'recall': 0.5949367088607594, 'f1-score': 0.5949367088607594, 'support': 79}, 'macro avg': {'precision': 0.38550724637681155, 'recall': 0.2850678733031674, 'f1-score': 0.27799116484538483, 'support': 79}, 'weighted avg': {'precision': 0.5446707026233718, 'recall': 0.5949367088607594, 'f1-score': 0.5017443691340548, 'support': 79}}",0.56423676,100,20,256,100,0.01,0,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
