,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5256410256410257, 'recall': 0.9761904761904762, 'f1-score': 0.6833333333333332, 'support': 42}, 'LumB': {'precision': 0.16666666666666666, 'recall': 0.05555555555555555, 'f1-score': 0.08333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.13846153846153847, 'recall': 0.20634920634920634, 'f1-score': 0.15333333333333332, 'support': 84}, 'weighted avg': {'precision': 0.29853479853479853, 'recall': 0.5, 'f1-score': 0.35952380952380947, 'support': 84}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.10909090909090909, 'recall': 0.2, 'f1-score': 0.1411764705882353, 'support': 84}, 'weighted avg': {'precision': 0.2727272727272727, 'recall': 0.5, 'f1-score': 0.3529411764705882, 'support': 84}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.1, 'recall': 0.2, 'f1-score': 0.13333333333333333, 'support': 84}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 84}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.1, 'recall': 0.2, 'f1-score': 0.13333333333333333, 'support': 84}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 84}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5121951219512195, 'recall': 1.0, 'f1-score': 0.6774193548387097, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.10243902439024391, 'recall': 0.2, 'f1-score': 0.13548387096774195, 'support': 84}, 'weighted avg': {'precision': 0.25609756097560976, 'recall': 0.5, 'f1-score': 0.33870967741935487, 'support': 84}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.512499988079071,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5125, 'recall': 1.0, 'f1-score': 0.6776859504132231, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5125, 'recall': 0.5125, 'f1-score': 0.5125, 'support': 80}, 'macro avg': {'precision': 0.1025, 'recall': 0.2, 'f1-score': 0.13553719008264462, 'support': 80}, 'weighted avg': {'precision': 0.26265625, 'recall': 0.5125, 'f1-score': 0.34731404958677686, 'support': 80}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.5189873576164246,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5189873417721519, 'recall': 1.0, 'f1-score': 0.6833333333333332, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5189873417721519, 'recall': 0.5189873417721519, 'f1-score': 0.5189873417721519, 'support': 79}, 'macro avg': {'precision': 0.10379746835443038, 'recall': 0.2, 'f1-score': 0.13666666666666666, 'support': 79}, 'weighted avg': {'precision': 0.2693478609197244, 'recall': 0.5189873417721519, 'f1-score': 0.35464135021097043, 'support': 79}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.5189873576164246,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5394736842105263, 'recall': 1.0, 'f1-score': 0.7008547008547009, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5189873417721519, 'recall': 0.5189873417721519, 'f1-score': 0.5189873417721519, 'support': 79}, 'macro avg': {'precision': 0.10789473684210527, 'recall': 0.2, 'f1-score': 0.14017094017094017, 'support': 79}, 'weighted avg': {'precision': 0.2799800133244504, 'recall': 0.5189873417721519, 'f1-score': 0.36373471816509795, 'support': 79}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6202531456947327,"{'Basal': {'precision': 0.7272727272727273, 'recall': 0.6153846153846154, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6029411764705882, 'recall': 1.0, 'f1-score': 0.7522935779816513, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.620253164556962, 'recall': 0.620253164556962, 'f1-score': 0.620253164556962, 'support': 79}, 'macro avg': {'precision': 0.26604278074866305, 'recall': 0.3230769230769231, 'f1-score': 0.2837920489296636, 'support': 79}, 'weighted avg': {'precision': 0.432596628985311, 'recall': 0.620253164556962, 'f1-score': 0.5001354856191693, 'support': 79}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.746835470199585,"{'Basal': {'precision': 0.6190476190476191, 'recall': 1.0, 'f1-score': 0.7647058823529412, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.9024390243902439, 'f1-score': 0.8604651162790697, 'support': 41}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5294117647058824, 'f1-score': 0.5999999999999999, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.42671550671550673, 'recall': 0.4863701578192252, 'f1-score': 0.44503419972640224, 'support': 79}, 'weighted avg': {'precision': 0.6775691256703915, 'recall': 0.7468354430379747, 'f1-score': 0.701522104278862, 'support': 79}}",0.54175633,100,20,256,100,0.01,0,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
