,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8475610017776489,"{'Basal': {'precision': 0.9642857142857143, 'recall': 1.0, 'f1-score': 0.9818181818181818, 'support': 27}, 'Her2': {'precision': 0.7777777777777778, 'recall': 0.5384615384615384, 'f1-score': 0.6363636363636364, 'support': 13}, 'LumA': {'precision': 0.8850574712643678, 'recall': 0.927710843373494, 'f1-score': 0.9058823529411766, 'support': 83}, 'LumB': {'precision': 0.7, 'recall': 0.7777777777777778, 'f1-score': 0.7368421052631577, 'support': 36}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.8475609756097561, 'recall': 0.8475609756097561, 'f1-score': 0.8475609756097561, 'support': 164}, 'macro avg': {'precision': 0.665424192665572, 'recall': 0.648790031922562, 'f1-score': 0.6521812552772305, 'support': 164}, 'weighted avg': {'precision': 0.8219914360473654, 'recall': 0.8475609756097561, 'f1-score': 0.83229493454518, 'support': 164}}",0.8566288,50,50,100,0.001,0.6
1,2,0.8711656332015991,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 27}, 'Her2': {'precision': 0.7222222222222222, 'recall': 1.0, 'f1-score': 0.8387096774193548, 'support': 13}, 'LumA': {'precision': 0.8705882352941177, 'recall': 0.891566265060241, 'f1-score': 0.880952380952381, 'support': 83}, 'LumB': {'precision': 0.8275862068965517, 'recall': 0.6857142857142857, 'f1-score': 0.75, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.8, 'f1-score': 0.888888888888889, 'support': 5}, 'micro avg': {'precision': 0.8711656441717791, 'recall': 0.8711656441717791, 'f1-score': 0.8711656441717791, 'support': 163}, 'macro avg': {'precision': 0.8840793328825782, 'recall': 0.8754561101549052, 'f1-score': 0.871710189452125, 'support': 163}, 'weighted avg': {'precision': 0.87492778932319, 'recall': 0.8711656441717791, 'f1-score': 0.8694277169935196, 'support': 163}}",0.8566288,50,50,100,0.001,0.6
2,3,0.8711656332015991,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 27}, 'Her2': {'precision': 1.0, 'recall': 0.6153846153846154, 'f1-score': 0.761904761904762, 'support': 13}, 'LumA': {'precision': 0.8217821782178217, 'recall': 1.0, 'f1-score': 0.9021739130434783, 'support': 83}, 'LumB': {'precision': 0.875, 'recall': 0.6, 'f1-score': 0.711864406779661, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.6, 'f1-score': 0.7499999999999999, 'support': 5}, 'micro avg': {'precision': 0.8711656441717791, 'recall': 0.8711656441717791, 'f1-score': 0.8711656441717791, 'support': 163}, 'macro avg': {'precision': 0.9393564356435643, 'recall': 0.7630769230769231, 'f1-score': 0.8251886163455803, 'support': 163}, 'weighted avg': {'precision': 0.882410557006621, 'recall': 0.8711656441717791, 'f1-score': 0.8616592081267408, 'support': 163}}",0.8566288,50,50,100,0.001,0.6
3,4,0.8404908180236816,"{'Basal': {'precision': 0.9583333333333334, 'recall': 0.8518518518518519, 'f1-score': 0.9019607843137256, 'support': 27}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.9230769230769231, 'f1-score': 0.7741935483870968, 'support': 13}, 'LumA': {'precision': 0.891566265060241, 'recall': 0.891566265060241, 'f1-score': 0.891566265060241, 'support': 83}, 'LumB': {'precision': 0.7352941176470589, 'recall': 0.7142857142857143, 'f1-score': 0.7246376811594202, 'support': 35}, 'Normal': {'precision': 0.75, 'recall': 0.6, 'f1-score': 0.6666666666666665, 'support': 5}, 'micro avg': {'precision': 0.8404907975460123, 'recall': 0.8404907975460123, 'f1-score': 0.8404907975460123, 'support': 163}, 'macro avg': {'precision': 0.8003720765414599, 'recall': 0.7961561508549461, 'f1-score': 0.7918049891174299, 'support': 163}, 'weighted avg': {'precision': 0.8467911704559125, 'recall': 0.8404907975460123, 'f1-score': 0.8411847207326129, 'support': 163}}",0.8566288,50,50,100,0.001,0.6
4,5,0.8527607321739197,"{'Basal': {'precision': 0.9629629629629629, 'recall': 0.9629629629629629, 'f1-score': 0.9629629629629629, 'support': 27}, 'Her2': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9397590361445783, 'f1-score': 0.8914285714285715, 'support': 83}, 'LumB': {'precision': 0.8214285714285714, 'recall': 0.6571428571428571, 'f1-score': 0.73015873015873, 'support': 35}, 'Normal': {'precision': 0.4, 'recall': 0.4, 'f1-score': 0.4000000000000001, 'support': 5}, 'micro avg': {'precision': 0.852760736196319, 'recall': 0.852760736196319, 'f1-score': 0.852760736196319, 'support': 163}, 'macro avg': {'precision': 0.7882617060877929, 'recall': 0.7458191250962335, 'f1-score': 0.7635767195767195, 'support': 163}, 'weighted avg': {'precision': 0.8523788161691602, 'recall': 0.852760736196319, 'f1-score': 0.8489414743402472, 'support': 163}}",0.8566288,50,50,100,0.001,0.6
