,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8414633870124817,0.8333233,100,20,200,100,0.01,0,0
1,2,0.8404908180236816,0.8333233,100,20,200,100,0.01,0,0
2,3,0.8343558311462402,0.8333233,100,20,200,100,0.01,0,0
3,4,0.8098159432411194,0.8333233,100,20,200,100,0.01,0,0
4,5,0.8404908180236816,0.8333233,100,20,200,100,0.01,0,0
