,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8719512224197388,0.814881,100,20,200,100,0.01,0.2,0
1,2,0.8343558311462402,0.814881,100,20,200,100,0.01,0.2,0
2,3,0.754601240158081,0.814881,100,20,200,100,0.01,0.2,0
3,4,0.8282208442687988,0.814881,100,20,200,100,0.01,0.2,0
4,5,0.7852760553359985,0.814881,100,20,200,100,0.01,0.2,0
