,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8536585569381714,0.8455783,300,100,50,100,0.001,0,0
1,2,0.8588957190513611,0.8455783,300,100,50,100,0.001,0,0
2,3,0.8834356069564819,0.8455783,300,100,50,100,0.001,0,0
3,4,0.7914110422134399,0.8455783,300,100,50,100,0.001,0,0
4,5,0.8404908180236816,0.8455783,300,100,50,100,0.001,0,0
