,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7682926654815674,0.8051923,100,20,200,100,0.01,0.5,0.8
1,2,0.7791411280632019,0.8051923,100,20,200,100,0.01,0.5,0.8
2,3,0.8650306463241577,0.8051923,100,20,200,100,0.01,0.5,0.8
3,4,0.7975460290908813,0.8051923,100,20,200,100,0.01,0.5,0.8
4,5,0.8159509301185608,0.8051923,100,20,200,100,0.01,0.5,0.8
