,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8841463327407837,0.8602648,300,100,50,100,0.001,0,0.5
1,2,0.8527607321739197,0.8602648,300,100,50,100,0.001,0,0.5
2,3,0.9018405079841614,0.8602648,300,100,50,100,0.001,0,0.5
3,4,0.803680956363678,0.8602648,300,100,50,100,0.001,0,0.5
4,5,0.8588957190513611,0.8602648,300,100,50,100,0.001,0,0.5
