,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8170731663703918,0.8075865,100,20,200,100,0.01,0,0.8
1,2,0.8588957190513611,0.8075865,100,20,200,100,0.01,0,0.8
2,3,0.8588957190513611,0.8075865,100,20,200,100,0.01,0,0.8
3,4,0.6687116622924805,0.8075865,100,20,200,100,0.01,0,0.8
4,5,0.8343558311462402,0.8075865,100,20,200,100,0.01,0,0.8
