,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8719512224197388,0.84310186,100,20,200,100,0.01,0.6,0
1,2,0.8404908180236816,0.84310186,100,20,200,100,0.01,0.6,0
2,3,0.8834356069564819,0.84310186,100,20,200,100,0.01,0.6,0
3,4,0.803680956363678,0.84310186,100,20,200,100,0.01,0.6,0
4,5,0.8159509301185608,0.84310186,100,20,200,100,0.01,0.6,0
