,0,1,2,3,4
0,115.0,3.0,16.0,1.0,1.0
1,15.0,11.0,34.0,4.0,1.0
2,7.0,6.0,362.0,32.0,8.0
3,12.0,5.0,99.0,59.0,1.0
4,1.0,1.0,17.0,0.0,6.0
