,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8214285969734192,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8235294117647058, 'recall': 1.0, 'f1-score': 0.9032258064516129, 'support': 42}, 'LumB': {'precision': 0.7857142857142857, 'recall': 0.6111111111111112, 'f1-score': 0.6875000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.6532773109243697, 'recall': 0.6079365079365079, 'f1-score': 0.6229070660522273, 'support': 84}, 'weighted avg': {'precision': 0.7896558623449379, 'recall': 0.8214285714285714, 'f1-score': 0.7973470302099335, 'support': 84}}",0.7820351,50,64,100,0.001,0.2
1,2,0.7857142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.2857142857142857, 'f1-score': 0.36363636363636365, 'support': 7}, 'LumA': {'precision': 0.8260869565217391, 'recall': 0.9047619047619048, 'f1-score': 0.8636363636363636, 'support': 42}, 'LumB': {'precision': 0.6190476190476191, 'recall': 0.7222222222222222, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.5890269151138716, 'recall': 0.5682539682539682, 'f1-score': 0.5713804713804713, 'support': 84}, 'weighted avg': {'precision': 0.7540298728186927, 'recall': 0.7857142857142857, 'f1-score': 0.7654721821388489, 'support': 84}}",0.7820351,50,64,100,0.001,0.2
2,3,0.7857142686843872,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.7708333333333334, 'recall': 0.8809523809523809, 'f1-score': 0.8222222222222222, 'support': 42}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5, 'f1-score': 0.5625000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.6408333333333334, 'recall': 0.6476190476190476, 'f1-score': 0.6414764641488779, 'support': 84}, 'weighted avg': {'precision': 0.7501558956916099, 'recall': 0.7857142857142857, 'f1-score': 0.7639949370552819, 'support': 84}}",0.7820351,50,64,100,0.001,0.2
3,4,0.7142857313156128,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.6923076923076923, 'recall': 0.8571428571428571, 'f1-score': 0.7659574468085107, 'support': 42}, 'LumB': {'precision': 0.5333333333333333, 'recall': 0.4444444444444444, 'f1-score': 0.4848484848484848, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.5951282051282052, 'recall': 0.5317460317460319, 'f1-score': 0.5518446880149008, 'support': 84}, 'weighted avg': {'precision': 0.6896062271062272, 'recall': 0.7142857142857143, 'f1-score': 0.6928231999153985, 'support': 84}}",0.7820351,50,64,100,0.001,0.2
4,5,0.773809552192688,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.782608695652174, 'recall': 0.8571428571428571, 'f1-score': 0.8181818181818182, 'support': 42}, 'LumB': {'precision': 0.7333333333333333, 'recall': 0.6111111111111112, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6015217391304348, 'recall': 0.6222222222222222, 'f1-score': 0.6096133751306165, 'support': 84}, 'weighted avg': {'precision': 0.7449749827467219, 'recall': 0.7738095238095238, 'f1-score': 0.7569288948599294, 'support': 84}}",0.7820351,50,64,100,0.001,0.2
5,6,0.7875000238418579,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.9024390243902439, 'f1-score': 0.8604651162790697, 'support': 41}, 'LumB': {'precision': 0.6111111111111112, 'recall': 0.6111111111111112, 'f1-score': 0.6111111111111112, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7875, 'recall': 0.7875, 'f1-score': 0.7875, 'support': 80}, 'macro avg': {'precision': 0.6712820512820513, 'recall': 0.5873254117156557, 'f1-score': 0.6122639634267542, 'support': 80}, 'weighted avg': {'precision': 0.7838888888888889, 'recall': 0.7875, 'f1-score': 0.7784883720930232, 'support': 80}}",0.7820351,50,64,100,0.001,0.2
6,7,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 6}, 'LumA': {'precision': 0.8043478260869565, 'recall': 0.9024390243902439, 'f1-score': 0.8505747126436782, 'support': 41}, 'LumB': {'precision': 0.7692307692307693, 'recall': 0.5882352941176471, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.839715719063545, 'recall': 0.7340322995990142, 'f1-score': 0.7629720853858785, 'support': 79}, 'weighted avg': {'precision': 0.8203187841327633, 'recall': 0.810126582278481, 'f1-score': 0.8068684916131448, 'support': 79}}",0.7820351,50,64,100,0.001,0.2
7,8,0.8227847814559937,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.7959183673469388, 'recall': 0.9512195121951219, 'f1-score': 0.8666666666666666, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.6937990580847724, 'recall': 0.6474083066622521, 'f1-score': 0.6639048308013825, 'support': 79}, 'weighted avg': {'precision': 0.8023120640661328, 'recall': 0.8227848101265823, 'f1-score': 0.8042987712127826, 'support': 79}}",0.7820351,50,64,100,0.001,0.2
8,9,0.7215189933776855,"{'Basal': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.7555555555555555, 'recall': 0.8292682926829268, 'f1-score': 0.7906976744186047, 'support': 41}, 'LumB': {'precision': 0.46153846153846156, 'recall': 0.35294117647058826, 'f1-score': 0.4000000000000001, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.6034188034188034, 'recall': 0.5877239451127543, 'f1-score': 0.5913862881304742, 'support': 79}, 'weighted avg': {'precision': 0.6990371091636914, 'recall': 0.7215189873417721, 'f1-score': 0.7065317373236125, 'support': 79}}",0.7820351,50,64,100,0.001,0.2
9,10,0.797468364238739,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8571428571428571, 'recall': 1.0, 'f1-score': 0.923076923076923, 'support': 6}, 'LumA': {'precision': 0.8461538461538461, 'recall': 0.8048780487804879, 'f1-score': 0.8250000000000001, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6470588235294118, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.6638736263736263, 'recall': 0.6903873744619798, 'f1-score': 0.6755413105413106, 'support': 79}, 'weighted avg': {'precision': 0.8049885241340938, 'recall': 0.7974683544303798, 'f1-score': 0.8001938403837139, 'support': 79}}",0.7820351,50,64,100,0.001,0.2
