,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.761904776096344,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.7916666666666666, 'recall': 0.9047619047619048, 'f1-score': 0.8444444444444444, 'support': 42}, 'LumB': {'precision': 0.6111111111111112, 'recall': 0.6111111111111112, 'f1-score': 0.6111111111111112, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.601984126984127, 'recall': 0.5603174603174603, 'f1-score': 0.5716305916305917, 'support': 84}, 'weighted avg': {'precision': 0.7321428571428571, 'recall': 0.7619047619047619, 'f1-score': 0.7414862914862915, 'support': 84}}",0.7645396,50,64,100,0.001,0
1,2,0.738095223903656,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.4, 'recall': 0.2857142857142857, 'f1-score': 0.3333333333333333, 'support': 7}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.8809523809523809, 'f1-score': 0.8314606741573034, 'support': 42}, 'LumB': {'precision': 0.5555555555555556, 'recall': 0.5555555555555556, 'f1-score': 0.5555555555555556, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.5342722053360351, 'recall': 0.5301587301587303, 'f1-score': 0.5297841983235241, 'support': 84}, 'weighted avg': {'precision': 0.7007598784194529, 'recall': 0.7380952380952381, 'f1-score': 0.7173176386659532, 'support': 84}}",0.7645396,50,64,100,0.001,0
2,3,0.761904776096344,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.7192982456140351, 'recall': 0.9761904761904762, 'f1-score': 0.8282828282828282, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.3888888888888889, 'f1-score': 0.5185185185185185, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6494152046783626, 'recall': 0.5444444444444445, 'f1-score': 0.571043771043771, 'support': 84}, 'weighted avg': {'precision': 0.7554824561403508, 'recall': 0.7619047619047619, 'f1-score': 0.7312008978675645, 'support': 84}}",0.7645396,50,64,100,0.001,0
3,4,0.761904776096344,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.7551020408163265, 'recall': 0.8809523809523809, 'f1-score': 0.8131868131868131, 'support': 42}, 'LumB': {'precision': 0.6470588235294118, 'recall': 0.6111111111111112, 'f1-score': 0.6285714285714287, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6161464585834333, 'recall': 0.5698412698412698, 'f1-score': 0.5831568431568431, 'support': 84}, 'weighted avg': {'precision': 0.7334683873549419, 'recall': 0.7619047619047619, 'f1-score': 0.7415037343608771, 'support': 84}}",0.7645396,50,64,100,0.001,0
4,5,0.8214285969734192,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.7843137254901961, 'recall': 0.9523809523809523, 'f1-score': 0.8602150537634408, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.6111111111111112, 'f1-score': 0.7586206896551725, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8793627450980391, 'recall': 0.6793650793650794, 'f1-score': 0.7304338153503893, 'support': 84}, 'weighted avg': {'precision': 0.8442401960784313, 'recall': 0.8214285714285714, 'f1-score': 0.8105262460935431, 'support': 84}}",0.7645396,50,64,100,0.001,0
5,6,0.7875000238418579,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8444444444444444, 'recall': 0.926829268292683, 'f1-score': 0.8837209302325582, 'support': 41}, 'LumB': {'precision': 0.625, 'recall': 0.5555555555555556, 'f1-score': 0.5882352941176471, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7875, 'recall': 0.7875, 'f1-score': 0.7875, 'support': 80}, 'macro avg': {'precision': 0.6510317460317461, 'recall': 0.5990410673337502, 'f1-score': 0.617354207833004, 'support': 80}, 'weighted avg': {'precision': 0.7760813492063492, 'recall': 0.7875, 'f1-score': 0.777667325328064, 'support': 80}}",0.7645396,50,64,100,0.001,0
6,7,0.7848101258277893,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.825, 'recall': 0.8048780487804879, 'f1-score': 0.8148148148148149, 'support': 41}, 'LumB': {'precision': 0.631578947368421, 'recall': 0.7058823529411765, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6246491228070175, 'recall': 0.6713828495751022, 'f1-score': 0.6396296296296298, 'support': 79}, 'weighted avg': {'precision': 0.7792638241172551, 'recall': 0.7848101265822784, 'f1-score': 0.7779418659165496, 'support': 79}}",0.7645396,50,64,100,0.001,0
7,8,0.7721518874168396,"{'Basal': {'precision': 0.8125, 'recall': 1.0, 'f1-score': 0.896551724137931, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.9512195121951219, 'f1-score': 0.8387096774193549, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.35294117647058826, 'f1-score': 0.48, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.6625, 'recall': 0.560832137733142, 'f1-score': 0.5763856136447905, 'support': 79}, 'weighted avg': {'precision': 0.7602848101265823, 'recall': 0.7721518987341772, 'f1-score': 0.7367375846580589, 'support': 79}}",0.7645396,50,64,100,0.001,0
8,9,0.6962025165557861,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7291666666666666, 'recall': 0.8536585365853658, 'f1-score': 0.7865168539325843, 'support': 41}, 'LumB': {'precision': 0.4166666666666667, 'recall': 0.29411764705882354, 'f1-score': 0.3448275862068966, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.5791666666666666, 'recall': 0.5141706213442225, 'f1-score': 0.5251194627405399, 'support': 79}, 'weighted avg': {'precision': 0.667457805907173, 'recall': 0.6962025316455697, 'f1-score': 0.6692136793216249, 'support': 79}}",0.7645396,50,64,100,0.001,0
9,10,0.7594936490058899,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8048780487804879, 'recall': 0.8048780487804879, 'f1-score': 0.8048780487804877, 'support': 41}, 'LumB': {'precision': 0.6, 'recall': 0.5294117647058824, 'f1-score': 0.5625, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.6209756097560976, 'recall': 0.6335246293639407, 'f1-score': 0.6258565621370499, 'support': 79}, 'weighted avg': {'precision': 0.7527426160337553, 'recall': 0.759493670886076, 'f1-score': 0.7548598553345388, 'support': 79}}",0.7645396,50,64,100,0.001,0
