,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8095238208770752,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.82, 'recall': 0.9761904761904762, 'f1-score': 0.8913043478260869, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6247142857142858, 'recall': 0.6238095238095238, 'f1-score': 0.6173084886128365, 'support': 84}, 'weighted avg': {'precision': 0.7775595238095238, 'recall': 0.8095238095238095, 'f1-score': 0.7845410628019323, 'support': 84}}",0.78794,50,64,100,0.001,0.4
1,2,0.8095238208770752,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.8717948717948718, 'recall': 0.8095238095238095, 'f1-score': 0.8395061728395062, 'support': 42}, 'LumB': {'precision': 0.5925925925925926, 'recall': 0.8888888888888888, 'f1-score': 0.711111111111111, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.8928774928774927, 'recall': 0.692063492063492, 'f1-score': 0.7301234567901235, 'support': 84}, 'weighted avg': {'precision': 0.8485958485958486, 'recall': 0.8095238095238095, 'f1-score': 0.8066578483245149, 'support': 84}}",0.78794,50,64,100,0.001,0.4
2,3,0.7976190447807312,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.78, 'recall': 0.9285714285714286, 'f1-score': 0.8478260869565217, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.6474285714285715, 'recall': 0.6460317460317461, 'f1-score': 0.6407639037624044, 'support': 84}, 'weighted avg': {'precision': 0.7598412698412699, 'recall': 0.7976190476190477, 'f1-score': 0.7705468694224316, 'support': 84}}",0.78794,50,64,100,0.001,0.4
3,4,0.761904776096344,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.5714285714285714, 'f1-score': 0.7272727272727273, 'support': 7}, 'LumA': {'precision': 0.7708333333333334, 'recall': 0.8809523809523809, 'f1-score': 0.8222222222222222, 'support': 42}, 'LumB': {'precision': 0.5625, 'recall': 0.5, 'f1-score': 0.5294117647058824, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.8400000000000001, 'recall': 0.6428571428571429, 'f1-score': 0.6950916876677525, 'support': 84}, 'weighted avg': {'precision': 0.7694444444444444, 'recall': 0.7619047619047619, 'f1-score': 0.7524449800818969, 'support': 84}}",0.78794,50,64,100,0.001,0.4
4,5,0.761904776096344,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.5714285714285714, 'f1-score': 0.5333333333333333, 'support': 7}, 'LumA': {'precision': 0.75, 'recall': 0.9285714285714286, 'f1-score': 0.8297872340425532, 'support': 42}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.4444444444444444, 'f1-score': 0.5925925925925926, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6011111111111112, 'recall': 0.5746031746031747, 'f1-score': 0.570452976821282, 'support': 84}, 'weighted avg': {'precision': 0.7515873015873016, 'recall': 0.7619047619047619, 'f1-score': 0.7357474758061698, 'support': 84}}",0.78794,50,64,100,0.001,0.4
5,6,0.824999988079071,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.9024390243902439, 'recall': 0.9024390243902439, 'f1-score': 0.9024390243902439, 'support': 41}, 'LumB': {'precision': 0.65, 'recall': 0.7222222222222222, 'f1-score': 0.6842105263157895, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.825, 'recall': 0.825, 'f1-score': 0.825, 'support': 80}, 'macro avg': {'precision': 0.7451031894934335, 'recall': 0.7095476339378779, 'f1-score': 0.7219452947565912, 'support': 80}, 'weighted avg': {'precision': 0.8275, 'recall': 0.825, 'f1-score': 0.8239473684210527, 'support': 80}}",0.78794,50,64,100,0.001,0.4
6,7,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.5555555555555556, 'recall': 0.8333333333333334, 'f1-score': 0.6666666666666667, 'support': 6}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.9024390243902439, 'f1-score': 0.8604651162790697, 'support': 41}, 'LumB': {'precision': 0.7857142857142857, 'recall': 0.6470588235294118, 'f1-score': 0.7096774193548386, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.6326984126984126, 'recall': 0.6457970054813671, 'f1-score': 0.6306951737934484, 'support': 79}, 'weighted avg': {'precision': 0.802551737994776, 'recall': 0.810126582278481, 'f1-score': 0.8007626906726681, 'support': 79}}",0.78794,50,64,100,0.001,0.4
7,8,0.797468364238739,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.926829268292683, 'f1-score': 0.8444444444444446, 'support': 41}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.47058823529411764, 'f1-score': 0.6153846153846153, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.7062131519274376, 'recall': 0.6128168340506934, 'f1-score': 0.6376800976800977, 'support': 79}, 'weighted avg': {'precision': 0.8123252676598066, 'recall': 0.7974683544303798, 'f1-score': 0.784242901964421, 'support': 79}}",0.78794,50,64,100,0.001,0.4
8,9,0.7215189933776855,"{'Basal': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.7555555555555555, 'recall': 0.8292682926829268, 'f1-score': 0.7906976744186047, 'support': 41}, 'LumB': {'precision': 0.42857142857142855, 'recall': 0.35294117647058826, 'f1-score': 0.3870967741935484, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.5968253968253967, 'recall': 0.5877239451127543, 'f1-score': 0.5888056429691839, 'support': 79}, 'weighted avg': {'precision': 0.6919429375125578, 'recall': 0.7215189873417721, 'f1-score': 0.7037550937956418, 'support': 79}}",0.78794,50,64,100,0.001,0.4
9,10,0.7848101258277893,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8333333333333334, 'recall': 0.8536585365853658, 'f1-score': 0.8433734939759037, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.7185714285714286, 'recall': 0.7099473935915829, 'f1-score': 0.6971846834341976, 'support': 79}, 'weighted avg': {'precision': 0.7957203134418325, 'recall': 0.7848101265822784, 'f1-score': 0.7846503320638326, 'support': 79}}",0.78794,50,64,100,0.001,0.4
