,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.773809552192688,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.7592592592592593, 'recall': 0.9761904761904762, 'f1-score': 0.8541666666666667, 'support': 42}, 'LumB': {'precision': 0.8181818181818182, 'recall': 0.5, 'f1-score': 0.6206896551724137, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6113215488215488, 'recall': 0.5380952380952382, 'f1-score': 0.5483045977011495, 'support': 84}, 'weighted avg': {'precision': 0.7459265271765272, 'recall': 0.7738095238095238, 'f1-score': 0.7378660372194855, 'support': 84}}",0.7847017,50,64,100,0.001,0.6
1,2,0.8333333134651184,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.8837209302325582, 'recall': 0.9047619047619048, 'f1-score': 0.8941176470588236, 'support': 42}, 'LumB': {'precision': 0.68, 'recall': 0.9444444444444444, 'f1-score': 0.7906976744186047, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.6994108527131784, 'recall': 0.5984126984126984, 'f1-score': 0.5800665125713478, 'support': 84}, 'weighted avg': {'precision': 0.8264636397194536, 'recall': 0.8333333333333334, 'f1-score': 0.798246913039474, 'support': 84}}",0.7847017,50,64,100,0.001,0.6
2,3,0.773809552192688,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.9047619047619048, 'f1-score': 0.8351648351648353, 'support': 42}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5, 'f1-score': 0.5625000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6693877551020407, 'recall': 0.6095238095238095, 'f1-score': 0.6319139194139194, 'support': 84}, 'weighted avg': {'precision': 0.7636054421768707, 'recall': 0.7738095238095238, 'f1-score': 0.762324481074481, 'support': 84}}",0.7847017,50,64,100,0.001,0.6
3,4,0.7142857313156128,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.7037037037037037, 'recall': 0.9047619047619048, 'f1-score': 0.7916666666666667, 'support': 42}, 'LumB': {'precision': 0.5454545454545454, 'recall': 0.3333333333333333, 'f1-score': 0.41379310344827586, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.5731649831649832, 'recall': 0.5190476190476191, 'f1-score': 0.5294932079414838, 'support': 84}, 'weighted avg': {'precision': 0.6756794131794133, 'recall': 0.7142857142857143, 'f1-score': 0.6793831168831169, 'support': 84}}",0.7847017,50,64,100,0.001,0.6
4,5,0.761904776096344,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.782608695652174, 'recall': 0.8571428571428571, 'f1-score': 0.8181818181818182, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.5555555555555556, 'f1-score': 0.606060606060606, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6965217391304347, 'recall': 0.6492063492063493, 'f1-score': 0.6672357527529942, 'support': 84}, 'weighted avg': {'precision': 0.7520186335403727, 'recall': 0.7619047619047619, 'f1-score': 0.7539540918851264, 'support': 84}}",0.7847017,50,64,100,0.001,0.6
5,6,0.800000011920929,"{'Basal': {'precision': 0.6842105263157895, 'recall': 1.0, 'f1-score': 0.8125000000000001, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.9473684210526315, 'recall': 0.8780487804878049, 'f1-score': 0.9113924050632912, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6111111111111112, 'f1-score': 0.6470588235294118, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8, 'recall': 0.8, 'f1-score': 0.8000000000000002, 'support': 80}, 'macro avg': {'precision': 0.5971491228070176, 'recall': 0.6311653116531165, 'f1-score': 0.6075235790518739, 'support': 80}, 'weighted avg': {'precision': 0.8013980263157894, 'recall': 0.8, 'f1-score': 0.7947080928890544, 'support': 80}}",0.7847017,50,64,100,0.001,0.6
6,7,0.7848101258277893,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.6, 'recall': 1.0, 'f1-score': 0.7499999999999999, 'support': 6}, 'LumA': {'precision': 0.8, 'recall': 0.8780487804878049, 'f1-score': 0.8372093023255814, 'support': 41}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5294117647058824, 'f1-score': 0.5999999999999999, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6184615384615386, 'recall': 0.6507228782695067, 'f1-score': 0.6207751937984496, 'support': 79}, 'weighted avg': {'precision': 0.7742940603700098, 'recall': 0.7848101265822784, 'f1-score': 0.7714208615445001, 'support': 79}}",0.7847017,50,64,100,0.001,0.6
7,8,0.8101266026496887,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.78, 'recall': 0.9512195121951219, 'f1-score': 0.8571428571428571, 'support': 41}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.47058823529411764, 'f1-score': 0.6153846153846153, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.707111111111111, 'recall': 0.6176948828311812, 'f1-score': 0.6402197802197802, 'support': 79}, 'weighted avg': {'precision': 0.8146554149085795, 'recall': 0.810126582278481, 'f1-score': 0.7908332174154958, 'support': 79}}",0.7847017,50,64,100,0.001,0.6
8,9,0.7594936490058899,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.7659574468085106, 'recall': 0.8780487804878049, 'f1-score': 0.8181818181818182, 'support': 41}, 'LumB': {'precision': 0.5384615384615384, 'recall': 0.4117647058823529, 'f1-score': 0.4666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.6323123684825813, 'recall': 0.6092447485560828, 'f1-score': 0.6165656565656567, 'support': 79}, 'weighted avg': {'precision': 0.7303918812133194, 'recall': 0.759493670886076, 'f1-score': 0.7403656821378342, 'support': 79}}",0.7847017,50,64,100,0.001,0.6
9,10,0.8354430198669434,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.8444444444444444, 'recall': 0.926829268292683, 'f1-score': 0.8837209302325582, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8354430379746836, 'recall': 0.8354430379746836, 'f1-score': 0.8354430379746836, 'support': 79}, 'macro avg': {'precision': 0.6546031746031746, 'recall': 0.691248206599713, 'f1-score': 0.6649032811021585, 'support': 79}, 'weighted avg': {'precision': 0.8094133011854531, 'recall': 0.8354430379746836, 'f1-score': 0.8157678220106529, 'support': 79}}",0.7847017,50,64,100,0.001,0.6
