,loss,acc,val_loss,val_acc
0,1.540525876242539,0.262452095746994,1.5343473849405769,0.3129771053791046
1,1.4572462291096362,0.4885057508945465,1.464715956731607,0.580152690410614
2,1.3808870836236011,0.561302661895752,1.3889264205029903,0.5877862572669983
3,1.3088204700828054,0.5785440802574158,1.3097853678783387,0.6106870174407959
4,1.224210409825789,0.6168582439422607,1.2303153886139848,0.6259542107582092
5,1.2122350209517496,0.6226053833961487,1.1621338110843689,0.6335877776145935
6,1.1783242668685328,0.6187739372253418,1.094168403676448,0.6183205842971802
7,1.1505816661078354,0.6053639650344849,1.0428038644426652,0.6183205842971802
8,1.1101917389252176,0.6226053833961487,1.0025957386002287,0.6183205842971802
9,1.102899857179415,0.6091954112052917,0.9766120064349575,0.6030534505844116
10,1.0773307923156183,0.6379310488700867,0.9599460117689526,0.6183205842971802
11,1.0398818638132907,0.6111111044883728,0.9533191295980498,0.6259542107582092
12,1.0197894950022643,0.6417624354362488,0.941015386399422,0.6335877776145935
13,0.9876035125319529,0.6455938816070557,0.9357788125977261,0.6335877776145935
14,1.0071167886485541,0.6302682161331177,0.9276824689093437,0.6412213444709778
15,0.9609077303345632,0.6609195470809937,0.9288021508063978,0.6335877776145935
16,0.9443797480557613,0.6628352403640747,0.9165234911532802,0.6488549709320068
17,0.9459001099926302,0.6436781883239746,0.9230753647462102,0.6488549709320068
18,0.929597098251869,0.6551724076271057,0.895449650651626,0.6641221642494202
19,0.895535739445595,0.6685823798179626,0.8665787427479984,0.6641221642494202
20,0.8531412671808996,0.6839080452919006,0.858219871539196,0.6717557311058044
21,0.8699305158008561,0.6915708780288696,0.8572851119150642,0.6717557311058044
22,0.8343609137553365,0.6973180174827576,0.842152698804404,0.694656491279602
23,0.8479672948976129,0.6609195470809937,0.8371074863972555,0.7022900581359863
24,0.8719659904410556,0.6839080452919006,0.8379225521597243,0.694656491279602
25,0.8408415689778967,0.6877394914627075,0.8415326239498517,0.694656491279602
26,0.8659619798605469,0.6724137663841248,0.8497757916232102,0.6870229244232178
27,0.8182596249141912,0.6954023241996765,0.8352257541117777,0.7022900581359863
28,0.8043845606489657,0.6992337107658386,0.8326216408314596,0.7022900581359863
29,0.8018795793083893,0.7126436829566956,0.8455669525015446,0.6717557311058044
30,0.8222049689384255,0.6877394914627075,0.8427949488617992,0.6870229244232178
31,0.7779421173749755,0.7030651569366455,0.8396764802568741,0.6870229244232178
32,0.7926282060557398,0.6800765991210938,0.8262541803694864,0.7022900581359863
33,0.7900166292300169,0.7049808502197266,0.8234273154316968,0.6870229244232178
34,0.7757341738404899,0.6934865713119507,0.8213530931308979,0.7022900581359863
35,0.7289515034905796,0.7279693484306335,0.8288406292900784,0.7099236845970154
36,0.7535204659019851,0.7183908224105835,0.8242887417778714,0.7099236845970154
37,0.7405049894504621,0.7222222089767456,0.8248692687231166,0.7175572514533997
38,0.6960310723589754,0.7547892928123474,0.8426287877195664,0.7022900581359863
39,0.6795907399663523,0.7490421533584595,0.831871148284155,0.732824444770813
40,0.7311688657007912,0.7068965435028076,0.8198550520962431,0.7404580116271973
41,0.7080049345776496,0.7298850417137146,0.8133151986216771,0.732824444770813
42,0.7170964301317587,0.7279693484306335,0.8020782752801444,0.7404580116271973
43,0.6745583456138085,0.7394636273384094,0.7936071535103194,0.7404580116271973
44,0.7083359678129584,0.7298850417137146,0.7861134059556568,0.7404580116271973
45,0.6856365825024601,0.7471264600753784,0.7918800206584785,0.7404580116271973
46,0.6711465345260283,0.7662835121154785,0.7844095459876169,0.7404580116271973
47,0.6912880514773373,0.7318007946014404,0.7995386310206115,0.7404580116271973
48,0.6885873183208407,0.7547892928123474,0.820863282407513,0.7404580116271973
49,0.6421896988861405,0.7547892928123474,0.8040761246936012,0.7480915784835815
50,0.6717277842919945,0.7356321811676025,0.7839160183913835,0.7480915784835815
51,0.6690641987597805,0.7490421533584595,0.7580884253705731,0.7709923386573792
52,0.6561092982118614,0.7547892928123474,0.7633400859723565,0.7709923386573792
53,0.6130075799551047,0.7720306515693665,0.7682094624024312,0.7633587718009949
54,0.6037661547405053,0.7758620977401733,0.7715372688897694,0.7557252049446106
55,0.6102173942715728,0.7528735399246216,0.7788867809390294,0.7633587718009949
56,0.6401378804696474,0.7681992053985596,0.7678062465354687,0.7633587718009949
57,0.646991561427427,0.7643678188323975,0.7712315944314913,0.7633587718009949
58,0.6265159076886159,0.7586206793785095,0.7634144079594212,0.7786259651184082
59,0.6346257666975146,0.7624521255493164,0.7507911324501038,0.7709923386573792
60,0.5908427215627327,0.7854406237602234,0.738085905104193,0.7633587718009949
61,0.5866412282903533,0.7720306515693665,0.7242393011355218,0.7709923386573792
62,0.5949051027325378,0.7681992053985596,0.7327117656023447,0.7709923386573792
63,0.617031419985139,0.7701149582862854,0.7464724469730872,0.7786259651184082
64,0.6245448004697017,0.7567049860954285,0.723264757003493,0.7709923386573792
65,0.5440910804545742,0.7892720103263855,0.729003582746928,0.7709923386573792
66,0.5871556454919764,0.7758620977401733,0.7314471750313999,0.7709923386573792
67,0.6053557756760112,0.7624521255493164,0.71305558017192,0.7862595319747925
68,0.6466747493807841,0.7586206793785095,0.7234919931142385,0.7786259651184082
69,0.6229447360468093,0.7567049860954285,0.720437828366083,0.7786259651184082
70,0.5766279003172542,0.7720306515693665,0.725876263989747,0.7862595319747925
71,0.6193306716694229,0.7624521255493164,0.7132979422125197,0.7862595319747925
72,0.5592739374244807,0.7796934843063354,0.7247381242176959,0.7862595319747925
73,0.5765380052086038,0.7720306515693665,0.754422282899609,0.7786259651184082
74,0.606524925236501,0.7624521255493164,0.7574755731429762,0.7786259651184082
75,0.5685674744547555,0.7892720103263855,0.7557985996472016,0.7786259651184082
76,0.5755486761244778,0.7816091775894165,0.7421594435022077,0.7938931584358215
77,0.5629517182536509,0.7835249304771423,0.7181172855482757,0.8015267252922058
