,0,1,2,3,4
0,130.0,4.0,2.0,0.0,0.0
1,1.0,41.0,6.0,17.0,0.0
2,0.0,1.0,393.0,18.0,3.0
3,0.0,3.0,48.0,125.0,0.0
4,4.0,1.0,11.0,0.0,9.0
