,0,1,2,3,4
0,131.0,4.0,1.0,0.0,0.0
1,2.0,34.0,10.0,19.0,0.0
2,0.0,1.0,387.0,27.0,0.0
3,0.0,1.0,46.0,129.0,0.0
4,3.0,1.0,16.0,0.0,5.0
