,0,1,2,3,4
0,87.0,0.0,36.0,12.0,0.0
1,4.0,0.0,51.0,10.0,0.0
2,3.0,0.0,404.0,8.0,0.0
3,10.0,0.0,137.0,29.0,0.0
4,3.0,0.0,22.0,0.0,0.0
