,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8571428656578064,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.9523809523809523, 'f1-score': 0.9195402298850575, 'support': 42}, 'LumB': {'precision': 0.8235294117647058, 'recall': 0.7777777777777778, 'f1-score': 0.7999999999999999, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.7758169934640522, 'recall': 0.7126984126984127, 'f1-score': 0.7365517241379309, 'support': 84}, 'weighted avg': {'precision': 0.8498832866479925, 'recall': 0.8571428571428571, 'f1-score': 0.8504652435686919, 'support': 84}}",0.8604413,300,100,64,100,0.001,0.6,0.6
1,2,0.7976190447807312,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 42}, 'LumB': {'precision': 0.631578947368421, 'recall': 0.6666666666666666, 'f1-score': 0.6486486486486486, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.6221491228070175, 'recall': 0.5761904761904761, 'f1-score': 0.5830630630630631, 'support': 84}, 'weighted avg': {'precision': 0.7638105680868839, 'recall': 0.7976190476190477, 'f1-score': 0.7723294723294724, 'support': 84}}",0.8604413,300,100,64,100,0.001,0.6,0.6
2,3,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.6363636363636364, 'recall': 1.0, 'f1-score': 0.7777777777777778, 'support': 7}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 42}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.6666666666666666, 'f1-score': 0.75, 'support': 18}, 'Normal': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.8344155844155843, 'recall': 0.9047619047619048, 'f1-score': 0.8552910052910052, 'support': 84}, 'weighted avg': {'precision': 0.8944418676561534, 'recall': 0.8809523809523809, 'f1-score': 0.8809208868732677, 'support': 84}}",0.8604413,300,100,64,100,0.001,0.6,0.6
3,4,0.8571428656578064,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.8780487804878049, 'recall': 0.8571428571428571, 'f1-score': 0.8674698795180722, 'support': 42}, 'LumB': {'precision': 0.6818181818181818, 'recall': 0.8333333333333334, 'f1-score': 0.7499999999999999, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.9119733924611972, 'recall': 0.8142857142857144, 'f1-score': 0.850160642570281, 'support': 84}, 'weighted avg': {'precision': 0.8708425720620842, 'recall': 0.8571428571428571, 'f1-score': 0.8591317651558615, 'support': 84}}",0.8604413,300,100,64,100,0.001,0.6,0.6
4,5,0.9166666865348816,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.8913043478260869, 'recall': 0.9761904761904762, 'f1-score': 0.9318181818181818, 'support': 42}, 'LumB': {'precision': 0.9285714285714286, 'recall': 0.7222222222222222, 'f1-score': 0.8125000000000001, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}, 'micro avg': {'precision': 0.9166666666666666, 'recall': 0.9166666666666666, 'f1-score': 0.9166666666666666, 'support': 84}, 'macro avg': {'precision': 0.9354037267080745, 'recall': 0.9111111111111111, 'f1-score': 0.9202922077922079, 'support': 84}, 'weighted avg': {'precision': 0.9184412895593019, 'recall': 0.9166666666666666, 'f1-score': 0.9138257575757576, 'support': 84}}",0.8604413,300,100,64,100,0.001,0.6,0.6
5,6,0.8518518805503845,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.9024390243902439, 'f1-score': 0.8604651162790697, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.6111111111111112, 'f1-score': 0.7586206896551725, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.8518518518518519, 'recall': 0.8518518518518519, 'f1-score': 0.8518518518518519, 'support': 81}, 'macro avg': {'precision': 0.7811111111111111, 'recall': 0.802710027100271, 'f1-score': 0.77524573261542, 'support': 81}, 'weighted avg': {'precision': 0.8750342935528121, 'recall': 0.8518518518518519, 'f1-score': 0.8503345595566928, 'support': 81}}",0.8604413,300,100,64,100,0.001,0.6,0.6
6,7,0.9367088675498962,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9512195121951219, 'f1-score': 0.9397590361445782, 'support': 41}, 'LumB': {'precision': 0.8823529411764706, 'recall': 0.8823529411764706, 'f1-score': 0.8823529411764706, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9367088607594937, 'recall': 0.9367088607594937, 'f1-score': 0.9367088607594937, 'support': 79}, 'macro avg': {'precision': 0.96218487394958, 'recall': 0.8667144906743186, 'f1-score': 0.8977557287975431, 'support': 79}, 'weighted avg': {'precision': 0.9376130198915009, 'recall': 0.9367088607594937, 'f1-score': 0.934980428041279, 'support': 79}}",0.8604413,300,100,64,100,0.001,0.6,0.6
7,8,0.8354430198669434,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.6, 'recall': 0.5, 'f1-score': 0.5454545454545454, 'support': 6}, 'LumA': {'precision': 0.8636363636363636, 'recall': 0.926829268292683, 'f1-score': 0.8941176470588236, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.7058823529411765, 'f1-score': 0.7272727272727272, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8354430379746836, 'recall': 0.8354430379746836, 'f1-score': 0.8354430379746836, 'support': 79}, 'macro avg': {'precision': 0.8273426573426572, 'recall': 0.7111577088621566, 'f1-score': 0.7513177019059372, 'support': 79}, 'weighted avg': {'precision': 0.8323935558112773, 'recall': 0.8354430379746836, 'f1-score': 0.8307407658115029, 'support': 79}}",0.8604413,300,100,64,100,0.001,0.6,0.6
8,9,0.8481012582778931,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8444444444444444, 'recall': 0.926829268292683, 'f1-score': 0.8837209302325582, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.7058823529411765, 'f1-score': 0.7272727272727272, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.8855555555555557, 'recall': 0.7624397601442079, 'f1-score': 0.8055320648343903, 'support': 79}, 'weighted avg': {'precision': 0.8528129395218003, 'recall': 0.8481012658227848, 'f1-score': 0.846154360799636, 'support': 79}}",0.8604413,300,100,64,100,0.001,0.6,0.6
9,10,0.8227847814559937,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8974358974358975, 'recall': 0.8536585365853658, 'f1-score': 0.875, 'support': 41}, 'LumB': {'precision': 0.6842105263157895, 'recall': 0.7647058823529411, 'f1-score': 0.7222222222222222, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.8692704612209254, 'recall': 0.7236728837876614, 'f1-score': 0.7594444444444444, 'support': 79}, 'weighted avg': {'precision': 0.8400965469978285, 'recall': 0.8227848101265823, 'f1-score': 0.8196554149085795, 'support': 79}}",0.8604413,300,100,64,100,0.001,0.6,0.6
