,0,1,2,3,4
0,132.0,2.0,1.0,0.0,1.0
1,0.0,44.0,7.0,14.0,0.0
2,0.0,2.0,392.0,21.0,0.0
3,0.0,6.0,40.0,130.0,0.0
4,3.0,2.0,13.0,0.0,7.0
