,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.9523809523809523, 'f1-score': 0.9302325581395349, 'support': 42}, 'LumB': {'precision': 0.7368421052631579, 'recall': 0.7777777777777778, 'f1-score': 0.7567567567567567, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.8891866028708133, 'recall': 0.7936507936507936, 'f1-score': 0.8307311963125915, 'support': 84}, 'weighted avg': {'precision': 0.8814878104351788, 'recall': 0.8809523809523809, 'f1-score': 0.8780720920255805, 'support': 84}}",0.8638566,50,64,100,0.001,0.8
1,2,0.9047619104385376,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.9069767441860465, 'recall': 0.9285714285714286, 'f1-score': 0.9176470588235294, 'support': 42}, 'LumB': {'precision': 0.8095238095238095, 'recall': 0.9444444444444444, 'f1-score': 0.8717948717948718, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.9047619047619048, 'recall': 0.9047619047619048, 'f1-score': 0.9047619047619048, 'support': 84}, 'macro avg': {'precision': 0.9433001107419712, 'recall': 0.7841269841269842, 'f1-score': 0.8245550527903468, 'support': 84}, 'weighted avg': {'precision': 0.9126720455624111, 'recall': 0.9047619047619048, 'f1-score': 0.8996049701932055, 'support': 84}}",0.8638566,50,64,100,0.001,0.8
2,3,0.8928571343421936,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 7}, 'LumA': {'precision': 0.8695652173913043, 'recall': 0.9523809523809523, 'f1-score': 0.909090909090909, 'support': 42}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.6666666666666666, 'f1-score': 0.75, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8928571428571429, 'recall': 0.8928571428571429, 'f1-score': 0.8928571428571429, 'support': 84}, 'macro avg': {'precision': 0.9203416149068323, 'recall': 0.8571428571428571, 'f1-score': 0.8784848484848485, 'support': 84}, 'weighted avg': {'precision': 0.8937536971310264, 'recall': 0.8928571428571429, 'f1-score': 0.8882756132756132, 'support': 84}}",0.8638566,50,64,100,0.001,0.8
3,4,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8372093023255814, 'recall': 0.8571428571428571, 'f1-score': 0.8470588235294119, 'support': 42}, 'LumB': {'precision': 0.65, 'recall': 0.7222222222222222, 'f1-score': 0.6842105263157895, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8574418604651163, 'recall': 0.7634920634920634, 'f1-score': 0.7995872033023735, 'support': 84}, 'weighted avg': {'precision': 0.8269379844961241, 'recall': 0.8214285714285714, 'f1-score': 0.8209396039117403, 'support': 84}}",0.8638566,50,64,100,0.001,0.8
4,5,0.8452380895614624,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8163265306122449, 'recall': 0.9523809523809523, 'f1-score': 0.8791208791208791, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.6111111111111112, 'f1-score': 0.7586206896551725, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.8749319727891157, 'recall': 0.7222222222222223, 'f1-score': 0.7539850953644057, 'support': 84}, 'weighted avg': {'precision': 0.8658021541950114, 'recall': 0.8452380952380952, 'f1-score': 0.8364542545577028, 'support': 84}}",0.8638566,50,64,100,0.001,0.8
5,6,0.9135802388191223,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 6}, 'LumA': {'precision': 0.9318181818181818, 'recall': 1.0, 'f1-score': 0.9647058823529412, 'support': 41}, 'LumB': {'precision': 0.8823529411764706, 'recall': 0.8333333333333334, 'f1-score': 0.8571428571428571, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.9135802469135802, 'recall': 0.9135802469135802, 'f1-score': 0.9135802469135802, 'support': 81}, 'macro avg': {'precision': 0.7095008912655971, 'recall': 0.7, 'f1-score': 0.7029277416295672, 'support': 81}, 'weighted avg': {'precision': 0.8883156180541801, 'recall': 0.9135802469135802, 'f1-score': 0.8995356833085028, 'support': 81}}",0.8638566,50,64,100,0.001,0.8
6,7,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8372093023255814, 'recall': 0.8780487804878049, 'f1-score': 0.8571428571428572, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6470588235294118, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.6382751937984497, 'recall': 0.6742522900342125, 'f1-score': 0.6480952380952381, 'support': 79}, 'weighted avg': {'precision': 0.7976339417132765, 'recall': 0.810126582278481, 'f1-score': 0.7999095840867994, 'support': 79}}",0.8638566,50,64,100,0.001,0.8
7,8,0.8481012582778931,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.9, 'recall': 0.8780487804878049, 'f1-score': 0.888888888888889, 'support': 41}, 'LumB': {'precision': 0.7, 'recall': 0.8235294117647058, 'f1-score': 0.7567567567567567, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.6712820512820512, 'recall': 0.6915976897325533, 'f1-score': 0.6804111804111803, 'support': 79}, 'weighted avg': {'precision': 0.8329113924050633, 'recall': 0.8481012658227848, 'f1-score': 0.8393583456874597, 'support': 79}}",0.8638566,50,64,100,0.001,0.8
8,9,0.8607594966888428,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8444444444444444, 'recall': 0.926829268292683, 'f1-score': 0.8837209302325582, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.7058823529411765, 'f1-score': 0.7500000000000001, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.9135042735042734, 'recall': 0.7778243755288232, 'f1-score': 0.8265110858134115, 'support': 79}, 'weighted avg': {'precision': 0.8635724331926864, 'recall': 0.8607594936708861, 'f1-score': 0.8578536319925781, 'support': 79}}",0.8638566,50,64,100,0.001,0.8
9,10,0.8607594966888428,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.8837209302325582, 'recall': 0.926829268292683, 'f1-score': 0.9047619047619047, 'support': 41}, 'LumB': {'precision': 0.9230769230769231, 'recall': 0.7058823529411765, 'f1-score': 0.8000000000000002, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.6899309992333249, 'recall': 0.6932089909134386, 'f1-score': 0.6873911273911275, 'support': 79}, 'weighted avg': {'precision': 0.8643292239112081, 'recall': 0.8607594936708861, 'f1-score': 0.8585967244195092, 'support': 79}}",0.8638566,50,64,100,0.001,0.8
