,0,1,2,3,4
0,131.0,1.0,2.0,1.0,0.0
1,7.0,28.0,12.0,18.0,0.0
2,1.0,2.0,385.0,26.0,1.0
3,4.0,1.0,76.0,95.0,0.0
4,7.0,0.0,18.0,0.0,0.0
