,0,1,2,3,4
0,132.0,2.0,1.0,0.0,1.0
1,2.0,51.0,2.0,10.0,0.0
2,0.0,2.0,382.0,27.0,4.0
3,0.0,5.0,45.0,126.0,0.0
4,2.0,1.0,4.0,0.0,18.0
